Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,1,500731635,,cb300a48-93ae-45fb-95ae-f17771839217,S,1,0,0,1,1,3,WBRI,0,0,,,9,9,1,1,1,1,,,,,,1,1,1,,4.72,5.79,3,3,7,15,3,9,12,4,5,5,3,3,5,39,2,2,0,0,0,12,0,8,0,5,2,,3,5,2,,,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,702592359,,be4f6c4e-774c-4449-9d95-f341a3189b91,N,0,0,0,0,1,4,AIND,0,0,,Y,11,11,1,1,,1,,,1,1,1,1,,1,,5.23,,5,5,29,28,5,10,15,6,5,5,6,6,6,62,3,3,0,-1,0,18,0,19,0,8,10,,3,7,2,,,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,774748798,,f8e423b1-98fc-4fbd-a17f-8ac61333ce01,N,0,0,0,0,1,4,WOTH,0,0,Y,Y,11,12,1,1,1,1,,,,1,1,1,1,1,,,,,3,9,7,,15,13,8,6,6,7,6,7,72,3,3,,,,23,,21,,19,3,,4,7,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,694698576,,2108b94c-fd1f-421f-b3f6-6d97e2ca4c7b,N,0,0,0,0,1,3,APKN,0,0,,Y,10,9,1,1,1,,1,1,1,1,,1,,,,5.16,5.54,4,4,19,17,4,9,5,2,1,1,6,5,6,43,2,3,0,0,-1,3,-1,18,0,12,5,,3,2,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,643382117,,f4da5953-fcae-4760-859e-93e4ff9b6964,N,0,0,0,0,1,2,WBRI,0,0,,Y,9,10,1,1,,1,,,,1,,,,,,4,4.47,4,5,25,25,4,4,13,6,1,0,7,6,3,50,2,3,0,-1,1,14,0,18,0,18,3,,1,3,0,,,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,727378151,,b078c7c4-9110-45d7-8d37-22f65101403e,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,12,8,1,1,,1,,,1,1,1,1,1,1,,3.78,5.79,4,4,25,27,5,12,15,7,4,5,7,7,7,75,2,3,1,1,2,19,1,22,2,18,5,,5,5,1,,,5,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,813850485,,47c80960-de7b-46e5-98ac-e21d3af87d7a,N,0,0,0,0,2,3,MWAS,0,0,,Y,13,10,1,1,1,1,,,1,1,,1,,,,5.1,5.63,4,4,20,15,5,13,15,9,7,6,8,7,7,77,3,3,0,0,0,24,0,23,0,23,1,,7,5,1,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,781576763,,25e87d5e-2009-4d1e-994a-3765dcf11540,N,0,0,0,0,1,2,WBRI,0,0,,,9,9,1,1,,,1,,,1,,,,,,3.78,3.54,4,4,29,27,4,10,7,4,2,0,6,6,4,43,1,3,-1,-1,0,7,-3,17,0,11,4,,1,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,711235749,,bbbfb36c-a7ae-4b63-b6e1-735ad817fe17,N,0,0,0,0,1,2,APKN,0,0,,,8,9,1,1,1,1,1,1,1,,1,1,1,1,1,4.83,5.42,4,5,23,24,5,12,7,6,3,3,3,2,1,45,2,2,-1,0,-1,16,0,9,-2,11,0,,3,8,5,,,5,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,713875897,,994a9356-044e-448f-9304-0afcb07f8152,N,0,0,0,0,1,3,APKN,0,0,,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,,5.25,5,5,25,28,4,11,15,8,7,7,7,6,6,74,3,3,1,0,0,24,2,21,1,16,4,,6,8,4,5,0,4,0,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,805640888,,e2ebb7cd-bb0a-4cd1-ab4b-19559e75b27c,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,11,8,1,1,1,,1,1,1,1,1,,,1,,5.1,5.83,4,5,25,22,4,12,10,8,5,2,7,6,3,65,3,3,0,0,0,21,0,19,0,13,7,,6,2,2,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,764616724,,898526d4-dc3a-4c9d-b201-618bdf51ddde,N,0,0,0,0,1,3,APKN,0,0,,,7,5,1,1,1,,,,,,1,,,,,4.38,5.17,4,3,21,20,5,8,6,1,1,1,4,4,2,37,2,2,-1,-1,0,2,-1,11,-1,2,13,,2,2,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,765856241,,e5e211f1-6552-49ce-b418-e6beefdba091,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,,5,5.42,5,5,30,30,5,13,15,9,7,7,7,7,7,77,3,3,0,0,1,25,2,22,0,21,1,,7,6,9,5,1,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,715148132,,45067671-5f18-484b-aa8c-f196b5539200,N,0,0,0,0,2,4,APKN,0,0,Y,Y,9,9,1,1,1,1,1,,1,1,1,1,1,1,,,5.5,3,3,13,9,,14,13,6,6,6,6,6,6,66,2,3,,,,16,,17,,12,4,,5,5,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,762680324,,e1f4a9c6-d75e-47af-90bd-563c2e11fc05,N,0,0,0,0,1,3,WBRI,0,0,,,7,7,1,1,,,1,1,,,1,,1,1,,5.23,5.54,4,3,15,17,4,14,10,2,4,1,4,3,2,52,1,2,-2,0,-2,7,-2,10,-3,6,4,,2,0,6,,,,,5,-1,0,0,0,0,0,0
,,,,M,,15,401,1,779976679,,8522686a-5da7-4f9d-b4ea-ddfb29023a75,K,0,0,0,0,2,2,AIND,0,0,Y,Y,7,10,1,1,,1,1,1,1,1,1,1,1,,,4.79,4.56,5,5,35,35,5,9,14,4,3,2,4,5,6,38,2,3,-1,-1,-1,7,-2,14,-1,12,0,,1,6,7,7,0,6,0,5,-1,0,0,0,0,0,0
,,,,M,,15,401,1,731325223,,f79b12ca-84eb-4c30-b9e7-c203f84bcf35,N,0,0,0,0,1,2,APKN,0,0,,Y,10,7,1,1,1,1,,,,1,1,1,,,,,4.84,4,4,25,24,3,12,15,6,5,4,6,7,5,70,3,3,1,1,1,18,1,18,0,14,4,,4,2,0,3,1,2,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,802959141,,90eba455-6f9f-4111-b65d-50c0d1a64b0f,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,10,10,1,1,1,1,1,,1,1,,1,1,1,,4.86,4.03,3,4,21,22,4,11,10,6,4,4,7,6,4,56,3,3,1,0,2,19,1,17,1,11,6,,4,2,4,4,0,4,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,775283004,,bbf5598c-9b7f-44fb-9cb2-13d072addbde,N,0,0,0,0,1,4,AIND,0,0,,,9,10,1,1,1,,,,1,1,1,1,,,,4.97,5,4,5,30,28,5,11,11,5,5,3,5,3,5,51,2,3,0,0,0,14,-1,13,-1,12,1,,4,6,2,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,768706899,,e06fa961-3aad-43cd-b06d-8b4d7b81d8ed,N,0,0,0,0,1,4,,0,0,,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,13,15,,15,16,9,7,7,9,7,7,79,3,3,,,,24,,25,,20,3,,7,7,8,,,7,0,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,750256603,,7436de61-17ef-47bd-9933-c5abbb646ac8,N,0,0,0,0,1,2,WBRI,0,0,,,8,9,1,1,1,1,1,,,,1,1,,,,4.52,4.38,5,4,34,34,5,11,9,4,5,4,6,4,3,39,3,2,0,-1,-2,13,0,13,-1,9,2,,2,5,3,6,0,6,0,6,1,0,0,0,0,0,0
,,,,F,,15,401,1,613088150,,034f1b5e-1f04-47aa-b88c-796cf1ec4c22,N,0,0,0,0,1,2,WBRI,0,0,,Y,10,10,1,1,1,,1,,1,,1,,,,,4.76,5,4,5,31,31,5,13,9,5,4,3,5,3,6,63,2,2,0,0,0,15,0,16,0,17,3,,4,3,4,6,0,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,0,799652114,,ea38fbfc-08b1-49ce-9342-025ad041c8eb,N,0,0,0,0,1,4,APKN,0,0,Y,Y,12,11,1,1,1,,1,,1,1,1,1,1,1,1,4.72,5.54,5,4,18,19,,15,15,9,7,6,8,9,7,77,3,3,,,,24,,25,,21,4,,7,3,4,5,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,752778531,,83ad359c-fcbc-4167-8a05-23b63829aaec,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,10,1,1,1,,1,1,1,1,1,,1,1,,4.83,2.5,4,5,24,22,5,12,13,7,7,5,8,8,7,75,3,3,1,1,0,21,1,22,1,19,4,,6,4,4,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,610425325,,04a223ec-bb58-4b4e-9c4f-77cf90cd6165,N,0,0,0,0,1,1,WBRI,0,0,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,2.5,5.08,4,5,32,32,4,13,10,5,6,5,7,5,4,62,3,3,1,1,1,18,2,18,1,22,1,,3,7,5,6,1,5,1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,752699435,,be469305-244a-4b2d-b696-a3437de4d807,N,0,0,0,1,2,2,WBRI,0,0,,,7,6,1,1,,,,,,,,,,,,5.06,4.41,3,4,18,15,2,2,2,1,0,0,2,3,0,7,1,2,-1,-1,-1,1,-2,6,-1,1,6,,0,1,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,757547339,,9f390ce5-729a-4d07-81f0-13ac5729e147,N,0,0,0,1,1,4,WBRI,0,0,Y,,12,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.06,,5,5,31,31,5,16,15,9,7,7,9,7,7,81,3,3,1,2,1,25,2,26,1,26,2,,7,8,6,6,0,7,1,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,744026715,,2478b099-c81d-47a0-8d1f-ef98b1f7cab6,N,0,0,0,0,1,3,WBRI,0,0,,,9,6,1,1,1,,,,1,,,,,1,,5.35,5.58,5,4,23,25,4,12,13,7,4,1,6,5,4,59,2,3,-1,0,0,18,-1,15,-1,7,6,,4,1,2,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,758900549,,0a8f0596-338b-4363-b21a-1cd15d970a65,K,0,0,0,0,2,2,APKN,0,0,Y,,10,10,1,1,1,,1,,1,,1,1,1,1,1,5,5.5,5,5,32,29,4,9,13,7,6,4,6,4,3,58,2,2,0,0,0,19,0,16,0,16,1,,6,3,4,5,0,,,6,1,0,0,0,0,0,0
,,,,F,,15,401,0,791368462,,db7218e6-8f43-4cd0-a87f-d4fdfafc544d,N,0,0,0,0,1,3,APKN,0,0,,Y,12,12,1,1,1,1,1,,1,1,1,1,1,,,5.19,,4,4,14,15,,14,13,7,7,7,8,7,7,74,3,3,,,,22,,24,,22,5,,7,6,6,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,763058034,,d934c625-ec3e-4dae-8ceb-8ab79240e602,K,0,0,0,0,1,3,APKN,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.13,4.56,4,5,19,19,4,12,14,4,4,5,8,5,4,62,2,3,0,0,0,12,0,18,0,15,2,,4,5,6,,,5,0,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,704162054,,41246cc4-18fd-4de5-9de1-8870af6a0db5,K,0,0,0,0,1,2,WBRI,0,0,,,9,8,1,1,1,1,,,,,,,,,,4.03,4.03,4,5,29,32,4,6,13,3,2,1,4,5,4,30,2,3,-1,-2,0,8,-2,13,0,7,7,,4,3,0,5,-1,5,-2,,,0,0,0,0,0,0
,,,,F,,15,401,1,775810772,,887145f1-45d2-4e01-b104-c38c1c3a49e8,N,0,0,0,0,1,4,WBRI,0,0,,Y,10,10,1,1,1,,,,1,1,1,1,,,,5.19,5.54,4,4,18,19,4,8,12,7,5,3,6,4,4,60,2,2,-1,-1,0,20,-1,15,-1,16,1,,6,3,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,690685335,,e1680920-779e-4552-a84a-40d0cd487089,N,1,0,0,1,1,3,APKN,0,0,Y,Y,10,8,1,1,1,1,,,1,,,,,1,,4.72,5.08,4,4,18,16,3,12,13,5,6,5,6,5,4,59,2,3,0,0,0,13,0,17,0,8,5,,6,5,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,690950714,,31052017-6852-4ee8-809f-ab029fe51090,N,0,0,0,0,1,3,AOTH,0,0,Y,,7,11,1,1,1,1,1,1,,1,,,1,,,4.07,5.75,4,5,18,12,4,6,8,5,4,4,5,3,0,30,3,2,-1,-1,0,15,0,9,-1,10,1,,4,5,6,4,-1,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,777859414,,eca7d1c0-ed68-47d1-b842-d0e6f13ad6a6,N,0,0,0,0,1,2,WBRI,0,0,,,12,9,1,1,1,,,,1,,1,,1,1,,4.28,5.29,5,5,31,29,4,12,8,5,3,1,8,6,6,59,2,3,0,0,-1,13,-1,21,0,12,11,,5,0,1,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,813655819,,a845751a-5301-4a27-82f3-fa91519a5f29,N,0,0,0,0,1,3,WBRI,0,0,,,10,11,1,1,1,1,,,1,1,,,,,,5.45,4.88,4,4,26,18,5,10,6,4,2,4,5,5,3,46,3,3,0,0,0,13,0,13,0,10,2,,1,4,1,,,4,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,763441903,,24338e63-6097-46fc-a4ff-431667873490,N,1,0,0,0,1,2,AOTH,0,0,,Y,9,8,1,1,1,1,,,1,1,,,,,,4.72,4.56,3,3,22,25,4,8,10,6,4,2,6,5,4,43,2,3,0,0,1,15,0,17,0,5,10,,3,3,0,4,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,723286414,,f1f79747-7406-4b4c-a9d5-71275235900a,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,8,11,1,1,1,1,,,1,1,1,1,,,,4.62,3.79,4,4,26,25,4,4,5,4,3,1,4,5,3,32,2,2,0,0,0,9,0,12,0,11,4,,2,4,0,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,597625847,,07c67e21-7c47-4709-9418-efbab70b05c1,N,1,0,0,1,2,1,AIND,0,0,,,7,7,1,1,,,1,,1,,,,1,1,,3.5,5.96,5,3,32,31,4,11,6,3,1,1,5,3,4,37,2,2,-1,-1,-1,7,-1,12,-1,11,2,,0,2,4,,,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,690060797,,4131c12c-32ac-493f-832d-c99d5fb56cc6,N,0,0,0,0,1,2,APKN,0,0,,Y,7,8,1,1,1,1,,1,1,1,,1,,,,4.72,4.91,4,5,29,32,4,7,7,3,5,3,5,4,5,36,2,3,0,0,0,8,0,14,0,11,5,,5,7,1,4,0,4,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,669948396,,46a9c9fd-8f76-4820-8a54-7747a712dbb2,N,0,0,0,0,1,4,WBRI,0,0,,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,,,,5.29,5,3,26,28,5,12,9,7,5,6,7,6,5,53,3,3,0,1,0,22,0,19,0,18,2,,4,6,7,5,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,791412303,,bcd1ffd8-a82a-4182-89b7-c409715544fe,N,0,0,0,0,1,2,WBRI,0,0,,Y,8,7,1,1,1,,1,,,1,1,,,1,,5.32,4.66,4,3,26,28,4,9,12,3,5,4,5,4,4,42,2,2,0,0,0,11,0,14,0,8,5,,5,3,3,5,1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,747187515,,6c9aec80-6fb3-47ea-b306-31bfc781b50a,N,0,0,0,0,2,3,MWBC,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.03,5.67,5,5,31,33,5,15,13,6,4,6,8,7,6,75,2,3,0,1,0,17,0,24,1,25,1,,6,4,8,7,0,7,0,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,656525820,,45d9387d-8872-4181-bf76-de60d6c44185,N,1,0,0,1,1,2,MWBC,0,0,,,6,6,1,1,,,,,,,,,,,,4.03,3.96,3,6,24,23,4,8,6,1,4,2,3,2,4,12,1,2,-1,-1,-1,3,-1,8,-1,1,6,,3,2,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,550907328,,48205fb3-08a8-4f7a-b7f0-6ec7300545a9,N,0,0,0,0,2,3,WBRI,0,0,,Y,4,7,1,1,1,1,,,1,1,,,,,,5.16,5.29,3,4,11,11,,3,5,4,3,4,2,1,0,22,2,1,,,,11,,4,,1,2,,4,4,1,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,529569641,,14782249-5fe7-4c42-9415-163e1f11c49f,N,0,0,0,1,1,3,APKN,0,0,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,5.29,2.5,4,4,15,16,4,16,12,8,6,5,7,7,7,74,2,3,1,2,0,22,2,21,1,19,1,,6,7,6,,,5,2,,,0,0,0,0,0,0
,,,,F,,15,401,1,740689687,,d94c4f58-00f6-4bea-b94c-ce86b37db4ad,N,0,0,0,0,1,4,APKN,0,0,Y,Y,11,7,1,1,1,1,,1,1,1,,,,,,,5.42,4,3,18,21,5,15,7,5,5,2,6,5,5,65,2,3,-1,0,0,17,-1,16,-1,13,7,,5,3,2,6,-2,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,707757832,,3603efb2-3050-4d69-8de4-8c05afc0c081,N,0,0,0,0,1,4,APKN,0,0,,,9,10,1,1,,,1,1,,1,,,1,1,,5.29,5.38,5,3,14,16,,13,15,5,5,3,6,5,6,61,2,3,,,,12,,16,,18,2,,3,4,7,,,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,627669726,,065340e6-7ac9-4bf9-bd94-73254ee7bfc7,N,1,0,0,1,1,1,APKN,0,0,Y,,4,5,1,1,,,,,,,,,,,,3.67,4.67,2,4,28,24,2,0,3,0,0,0,3,1,0,1,1,2,-1,-1,0,0,-2,4,-1,0,8,,0,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,810761525,,d4c8586b-bfad-40aa-ac41-dda8c2038c89,S,0,0,0,0,1,3,APKN,0,0,Y,,10,10,1,1,1,1,1,1,,,1,1,1,1,,4.69,5.67,,6,6,13,,15,13,7,7,4,5,6,4,61,3,2,,,,20,,15,,13,4,,7,6,4,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,774306230,,def36391-d6fa-40eb-b39e-8bb813622c37,N,0,0,0,0,1,2,APKN,0,0,,Y,9,7,1,1,1,1,,,,1,1,,,,,4.93,5.29,4,4,21,20,4,12,7,6,2,3,6,4,2,55,3,2,0,0,0,19,0,16,0,10,5,,3,5,1,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,741241256,,101c0ad6-57c2-4734-8cf7-db43c1f3e2c8,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,,,,,,5,5,24,27,5,13,11,6,4,2,7,7,5,67,3,3,0,0,0,20,-1,20,-1,18,6,,5,6,2,6,-1,6,-2,5,-2,0,0,0,0,0,0
,,,,M,,15,401,1,760486718,,6cc267f2-072f-45b8-a0b9-74b60de100bd,N,0,0,0,0,1,3,APKN,0,0,Y,Y,12,9,1,1,1,1,1,1,1,1,,1,1,1,,4.69,5.54,4,5,16,16,4,14,12,6,6,6,7,8,7,72,3,3,0,0,0,20,0,21,0,21,6,,6,4,3,5,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,655991811,,1c87dc1a-d2d8-4644-978e-25884e76f24f,K,0,0,0,0,1,2,WOTH,0,0,Y,Y,5,6,1,1,1,,1,,1,1,1,,1,1,,4.17,3.89,,6,25,18,4,13,10,5,4,3,6,3,2,56,2,2,0,0,-1,13,0,15,0,9,3,,4,2,7,,,,,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,777072223,,f46437b1-e4ad-44d7-b225-812fe943a6b1,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,11,9,1,1,1,,1,1,1,1,1,1,1,1,,4.83,5.71,5,5,33,32,5,15,16,8,7,5,9,8,5,79,2,3,0,0,0,23,0,25,0,25,2,,6,3,5,7,1,,,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,723262359,,60c8015f-5776-4a10-ad41-9f413e3e769e,N,0,0,0,0,1,2,APKN,0,0,,,9,10,1,1,1,1,,,,,,,,,,4.03,4.19,3,3,21,19,3,6,5,4,3,1,3,3,3,19,3,2,0,0,1,9,1,7,0,5,5,,1,5,1,3,0,2,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,654684343,,55b59186-b345-4f55-bbe2-bfc3da8781a7,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,11,11,1,1,1,,1,1,1,1,1,,1,1,,5.1,5.38,5,4,27,27,5,12,10,6,5,2,7,7,4,56,2,2,0,-1,0,17,-1,21,0,16,3,,4,1,7,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,733031512,,41a4dca0-306b-451d-9a6f-90090def24d3,N,1,0,0,1,1,2,APKN,0,0,,Y,8,6,1,1,1,,1,,1,1,1,,,,,4.1,5.83,3,4,27,29,4,11,10,3,3,3,5,4,2,58,3,2,0,0,0,7,0,14,-1,9,5,,6,1,3,5,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,722183245,,005d84c1-73de-4059-9e02-0473a9891d42,K,1,0,0,0,1,2,MOTH,0,0,,,6,5,1,1,,,,,1,1,,,,,,4.45,5.83,5,4,34,32,5,9,15,5,5,2,5,4,3,54,1,2,-1,-2,0,14,-2,12,-1,7,4,,2,2,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,776468805,,b11f0623-01a0-4839-814e-c692b40fb804,N,0,0,0,0,1,4,WBRI,0,0,,Y,11,11,1,1,,1,1,,1,1,1,1,1,,,,,5,5,19,25,5,15,13,8,7,6,6,6,6,74,3,3,0,0,0,23,0,19,0,20,0,,5,5,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,625183205,,d8eb02cb-4568-4666-a2bf-28a12234eb17,K,0,0,0,0,1,4,MOTH,0,0,Y,Y,9,11,1,1,1,,1,1,1,1,1,,1,1,,5.45,5.75,4,5,24,26,5,15,13,8,7,6,5,5,7,70,3,3,0,0,0,24,0,17,0,21,0,,7,5,7,6,0,,,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,691002651,,af7ad40f-7040-4c6b-9f81-48d689cd2f59,K,0,0,0,0,1,3,WBRI,0,0,,Y,6,7,1,1,1,,,,,1,1,1,1,,,5.29,5.71,4,4,17,18,4,9,9,5,3,4,4,3,3,37,2,2,-1,-2,-1,12,-1,10,-2,5,2,,4,4,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,719171244,,8c275bfe-0cc9-46f3-a3b3-566c04dbe58e,K,0,0,0,0,1,3,AOTH,0,0,,,9,9,1,1,1,1,,,1,,,1,,,,5.13,4.75,4,4,25,25,4,14,9,3,4,2,6,5,4,44,2,2,0,1,0,7,0,16,0,11,2,,3,6,2,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,766625130,,5a857102-9ec7-4249-9180-e94e06d8740f,N,0,0,0,0,1,3,WBRI,0,0,Y,,12,12,1,1,1,1,1,1,1,,1,1,1,1,,4.41,5.17,4,3,16,25,5,14,16,6,6,6,7,7,6,72,3,3,0,0,0,18,0,22,0,20,3,,6,6,3,6,0,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,447216797,,71269ea8-a3f6-49e2-a771-d73381037b66,E,0,0,0,0,1,1,WBRI,0,0,,Y,3,7,1,1,,,1,1,,,,,1,1,,4.79,4.69,4,3,29,28,4,10,4,1,3,5,1,0,4,12,2,1,0,-1,-1,3,0,3,-1,2,0,,1,3,8,,,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,808366175,,7e727f29-46a9-402f-8099-c6830f10f919,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,11,12,1,1,1,1,1,1,,1,1,1,1,1,,5.06,,5,5,26,33,5,10,15,8,7,6,5,6,5,70,3,3,0,-2,0,24,0,17,-1,24,0,,6,6,5,6,0,6,-2,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,812225127,,104d3dc0-b5ce-4115-b414-63b8c6831cd8,N,0,0,0,0,2,3,OOTH,0,0,,Y,10,8,1,1,1,1,1,1,1,,1,1,1,1,1,5.23,5.5,4,4,23,18,5,15,10,5,5,4,7,6,5,65,3,3,0,1,0,16,0,19,0,19,1,,2,6,5,,,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,714973303,,891619b7-ece5-4827-91c9-3befb4bee8e0,N,0,0,0,0,1,3,WBRI,0,0,,Y,12,12,1,1,1,1,1,,1,1,1,1,1,1,,5.19,5.71,5,4,31,33,5,15,15,7,5,5,7,7,5,66,3,3,0,0,0,21,0,19,0,15,3,,6,5,5,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,770604193,,54423324-f1d5-4b7a-96c4-48046fcb30bd,N,1,0,0,0,2,4,APKN,0,0,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,,,,5.63,3,5,15,16,,14,9,8,5,3,9,7,6,70,3,3,,,,23,,25,,24,7,,3,6,4,4,0,4,0,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,650766789,,71943686-6dfd-4045-814d-6f6d470228d9,N,0,0,0,0,2,3,WBRI,0,0,Y,,8,9,1,1,1,1,1,1,,,1,1,1,,1,4.55,4.63,4,4,25,25,4,11,12,6,4,4,5,5,4,52,3,3,0,0,-1,17,0,15,0,13,2,,3,4,5,,,5,0,5,1,0,0,0,0,0,0
