Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Post Looked After Arrangements,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc 9-4?,English Bacc 9-5?,English and maths GCSEs 9-4?,English and maths GCSEs 9-5?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc 9-4,Achieved English EBacc 9-5,Achieved Maths EBacc 9-4,Achieved Maths EBacc 9-5,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,Entered all three core science pathway subjects,KS2 Reading TA level,KS2 Mathematics TA level,KS2 Reading PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,0,747093877,,224e915f-968b-462e-ab56-cc4f2889829f,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,9,9,1,1,1,,,,1,1,1,1,1,1,,,,,5,5,2,2,,15,14,9,6,1,8,7,3,69,2,3,,,,22,,22,,24,3,5,1,0,2,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,719588889,,838c9d4d-ec35-4115-9851-9c31e85fa81d,K,1,0,0,0,2,2,APKN,0,0,,,,,7,7,1,1,1,,,,1,,,,,,,,,,3,6,1,2,3,6,8,2,1,0,6,3,3,32,2,2,0,0,0,5,-1,12,0,8,4,2,0,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,779845483,,d289f12b-079e-45a5-94f1-54d9654fb425,N,1,0,0,1,2,2,MWAS,0,0,,Y,,,8,6,1,1,1,1,,,,,,,,,,,,,4,6,4,4,5,4,9,5,2,2,6,3,1,34,3,3,-2,-3,-1,12,-1,14,-1,5,13,3,2,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,813938241,,d39e2587-af06-4fdc-b6a5-9b1b4d4e138e,N,0,0,0,0,2,2,APKN,0,0,,,,,8,6,1,1,1,,,,,,,,,,,,,,,4,4,4,3,2,2,1,0,2,4,2,2,18,3,3,-1,-3,0,3,-1,10,-1,3,11,1,1,0,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,817521741,,e0a46973-ec5d-41fa-b084-7504e9b3a20b,N,0,0,0,0,2,3,WBRI,0,0,Y,,,Y,10,9,1,1,1,1,,,1,1,,,,1,,,,,3,,3,3,5,13,13,7,6,5,8,7,7,70,3,3,0,0,0,21,0,22,1,20,4,4,6,2,,,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,825285053,,de1433a3-87ec-41e1-aa94-6df508b3786c,N,0,0,0,0,2,4,APKN,0,0,,,Y,Y,13,10,1,1,1,1,1,,1,1,1,1,,1,1,1,,,5,5,4,4,5,18,15,9,6,6,10,10,7,86,3,3,1,2,0,26,0,27,1,26,2,6,2,1,3,0,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,806212517,,2f90428d-2768-4f09-8648-34748ad5a1fb,N,0,0,0,0,2,3,APKN,0,0,,,Y,Y,9,9,1,1,1,,1,,1,,1,1,1,,,,,,5,2,4,4,4,12,9,2,1,1,7,5,2,39,2,3,0,0,0,6,-1,16,0,18,3,0,0,1,5,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,800660598,,1f208c65-6928-48fb-a296-6f3e2e19372d,N,1,0,0,1,1,2,WBRI,0,0,,,,,9,8,,1,1,1,1,,,,1,1,,,1,,1,,5,5,5,5,5,1,11,6,3,1,8,4,3,46,2,3,0,-5,0,16,0,18,0,14,7,1,0,6,3,0,3,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,702715854,,b3cd7398-059c-49de-99f5-6ad84a99e570,N,0,0,0,0,1,2,WBRI,0,0,,,,,8,7,1,1,1,1,,,1,,,,,1,,,,,4,5,4,4,4,5,4,4,1,2,5,5,3,36,2,3,0,0,0,11,0,14,0,10,4,2,2,1,3,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,681453788,,b1ccf7ce-82b5-429e-8df3-c98255e0d3f8,N,0,0,0,0,1,2,APKN,0,0,Y,Y,Y,Y,8,8,1,1,1,1,1,1,1,1,1,,1,1,1,,,,5,4,5,5,4,5,7,6,2,4,6,4,4,53,3,3,1,1,1,17,2,15,1,14,1,4,5,4,4,0,5,3,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,766835083,,6289717d-cd03-41be-883d-33944dd19d69,N,0,0,0,0,1,3,APKN,0,0,Y,,Y,Y,10,9,1,1,1,,1,1,1,1,1,1,1,,1,,,,5,4,4,4,5,18,10,7,6,7,7,7,7,72,3,3,0,1,0,20,0,21,0,18,2,7,3,5,6,0,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,803725731,,00175fd9-614b-4df3-8bcb-29aa1d96a994,N,0,0,0,0,1,3,AOTH,0,0,,Y,Y,,11,10,1,1,1,,1,1,,,1,,1,1,1,,,,5,5,5,5,4,6,8,5,3,1,6,6,6,51,2,3,-1,-1,-1,14,-1,18,0,20,0,4,1,5,3,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,671939684,,36829375-4f7a-4a59-8bbb-24e6decab8ae,K,0,0,0,0,2,3,MWBC,0,0,,Y,Y,,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,4,13,12,6,4,1,5,3,2,56,2,2,1,1,1,18,1,13,0,10,3,1,5,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,668935464,,09bfe491-ef2c-434b-8865-fd26b34635d1,N,0,0,0,0,1,1,APKN,0,0,,,,,9,9,1,1,1,1,,,,,,,,1,,1,,,4,6,5,5,5,8,15,6,3,3,4,5,6,55,3,3,1,0,1,16,1,12,0,8,4,5,7,1,5,1,5,2,,,0,0,0,0,0,0
,,,,F,,15,401,1,776486996,,5a9975d4-0946-42a9-9030-e6196827b55e,K,0,0,0,0,1,2,APKN,0,0,,,,,8,9,1,1,1,,,,,,,,,,,,,,,4,5,4,4,15,11,4,4,0,7,6,5,54,2,3,0,2,0,10,0,19,1,22,1,3,2,1,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,742338356,,34a21059-3c48-4e00-862f-8b3bc9c54e32,N,0,0,0,0,1,2,AIND,0,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,,,1,1,1,1,1,1,,,5,4,5,4,5,15,12,7,6,7,8,7,6,68,3,3,1,0,0,21,1,20,0,15,3,7,6,4,5,0,4,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,807711200,,6b651be9-83c5-45e7-b125-d0ffc6fd7eb1,K,0,0,0,0,1,2,WBRI,0,0,,,,,8,8,1,1,1,1,,,,,,,,,,,,,4,4,2,3,4,6,9,2,5,2,4,3,3,32,2,3,0,-1,0,9,-1,11,0,7,7,4,3,0,,,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,759097878,,c65cea19-d3d6-479c-b17e-98600d0a9bd1,N,0,0,0,0,2,4,AIND,0,0,Y,Y,Y,,13,12,1,1,1,1,1,1,1,1,1,,,1,1,,,,4,4,3,4,5,17,17,9,8,7,7,8,8,80,3,3,1,1,2,25,1,23,1,23,0,7,7,6,6,0,6,0,6,-1,0,0,0,0,0,0
,,,,F,,15,401,1,599958856,,a2843ef5-06c3-442c-b150-d024f9b0fe87,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,,Y,10,9,1,1,1,,1,,1,1,,1,1,,1,,,,5,4,5,4,5,12,11,8,5,4,7,6,4,65,3,3,0,0,-1,20,0,18,0,15,6,4,4,6,5,0,4,1,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,762665033,,1b5e585a-ca5a-41c8-af94-2617b75e90ed,N,0,0,0,0,2,2,BAFR,0,0,,,Y,Y,8,9,1,1,1,1,,,1,1,1,1,,1,,,,,,4,4,4,4,10,11,5,6,4,6,5,5,46,3,3,0,0,1,17,0,15,0,16,3,4,5,0,4,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,772408167,,0af24f46-34b3-4666-a8b3-4b5e1bda32fd,N,0,0,0,0,1,1,APKN,0,0,,,,,7,7,1,1,1,1,,,,,,,,,,,,,5,5,4,5,4,5,8,2,4,3,3,2,2,21,3,2,-1,-2,-1,5,-1,6,-1,2,8,5,3,0,3,0,3,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,592465098,,fa44fd63-d150-41f1-9be3-62368df7dac9,K,1,0,0,1,1,2,WBRI,0,0,,,Y,,6,5,1,1,1,,,,1,,,1,,,,1,,,4,5,4,4,5,15,9,4,7,3,4,3,6,48,2,2,-2,-2,-1,13,-2,11,-1,0,10,5,5,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,730957074,,aa15ea49-27fd-48f2-8715-62520160410f,N,1,0,0,1,1,2,WBRI,0,0,,,Y,,8,9,1,1,1,1,1,,1,,,,1,,1,,,,5,4,5,4,3,11,7,5,4,3,6,5,4,46,3,3,0,0,0,14,0,16,0,15,5,5,2,4,2,0,2,0,3,0,0,0,0,0,0,0
,,,,F,,15,401,1,793243124,,aa15ea49-27fd-48f2-8715-62520160410f,N,1,0,0,1,1,2,MWAS,0,0,Y,Y,,,10,8,1,1,1,1,,,1,,,,,1,,,,,4,5,4,5,4,13,11,5,4,2,7,5,6,57,3,3,-1,-1,0,14,-1,18,-1,21,1,5,3,1,4,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,655117225,,a0d55f48-ee5f-46f2-9537-ee5f5f84029e,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,6,8,1,1,1,1,,1,,1,1,1,,1,1,,1,,5,5,4,4,5,15,6,3,3,4,2,2,1,39,2,1,-1,0,-1,5,-1,6,-2,2,4,3,7,2,,,6,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,806753668,,9657e027-7bf5-430f-b24e-0a56748a7ea9,N,0,0,0,0,2,2,MWAS,0,0,Y,Y,Y,,12,11,1,1,1,1,1,1,1,1,1,,,1,1,1,,,5,,4,4,5,17,15,6,6,6,7,7,6,75,3,3,1,3,1,19,0,21,1,19,4,4,7,4,6,0,6,0,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,660255656,,eb72fa09-511a-4995-b9e3-f5012a7b0cd0,K,1,0,0,1,1,3,APKN,0,0,,,Y,,6,8,1,1,1,,,,,,1,,1,1,,,,,4,2,2,2,4,0,3,2,2,0,3,2,1,12,2,2,0,-1,0,5,0,7,-1,8,1,2,0,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,402,1,735744540,,56638c76-6602-4702-92d0-0bcaa4e767d7,N,1,0,0,1,1,3,APKN,0,0,,,,,9,10,1,1,1,1,,1,1,1,,,,,,,,,5,5,4,4,3,6,7,0,2,1,3,2,1,25,2,3,-1,0,0,3,-1,7,-2,4,3,3,0,0,2,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,685633704,,27150403-a8e0-41ae-85d1-6785e81f33d5,N,0,0,0,0,1,4,APKN,0,0,,,,,7,8,,1,,1,,,,,,,,1,,,,,6,3,0,0,,4,9,2,1,1,3,2,2,24,2,2,,,,5,,7,,6,1,1,5,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,821525926,,58dbd7a6-eb62-445e-91c4-f732a2d83980,N,0,0,0,0,2,3,AIND,0,0,,,Y,,8,6,1,1,1,1,,,1,,1,1,,,,1,,,5,5,5,5,4,13,9,4,1,1,6,5,2,44,3,3,0,1,1,9,0,15,0,9,12,4,2,1,3,1,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,755547043,,2b953d62-962c-4811-94c3-b67ffa6811ef,N,0,0,0,0,1,3,WBRI,0,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,4,4,5,14,10,4,6,5,7,6,5,61,3,3,0,0,-1,14,0,19,0,18,2,7,6,2,5,0,5,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,737731297,,9e62517b-c914-4d32-adf2-cd06fe2e3751,N,1,0,0,1,1,3,APKN,0,0,,,Y,Y,6,7,1,1,1,1,1,,,,1,1,1,1,,1,,,4,4,3,3,5,9,10,4,5,4,2,2,4,40,2,2,-1,-1,0,12,0,8,-1,5,1,5,8,2,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,813843872,,65d756d0-aa65-4f07-b717-318522667790,N,0,0,0,0,2,4,AIND,0,0,,,,Y,11,8,1,1,1,1,1,,,1,1,1,1,1,1,,,,4,4,1,2,,15,15,9,7,6,9,7,4,76,3,3,,,,25,,24,,16,10,7,5,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,737707450,,c7110afc-75f7-4e18-9c9c-5409fb9bd6de,N,0,0,0,0,2,2,APKN,0,0,Y,,,,9,6,1,1,1,,1,,,,1,,,,1,,,,3,6,3,3,3,8,3,8,5,2,7,4,4,50,2,2,2,0,2,21,3,16,2,2,13,4,1,5,3,2,,,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,781568913,,64806fc5-3d18-43c3-a06f-d220d6d72d4f,N,0,0,0,0,2,4,WOTH,0,0,,,Y,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,5,4,5,18,12,8,7,7,9,8,7,80,3,3,1,1,0,23,0,27,1,26,3,7,6,2,6,0,6,-2,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,595721484,,5622b1b3-7d7c-4b3c-87ee-5191b1451924,N,0,0,0,0,2,1,APKN,0,0,,,,,6,5,1,1,,,1,1,,,,,,,,,,,4,4,5,5,4,9,3,0,0,0,5,2,1,20,2,2,-1,0,-1,0,-2,8,-1,0,10,0,2,2,4,-1,,,4,-2,0,0,0,0,0,0
,,,,F,,15,401,1,662710032,,7782f03f-6e27-4cf8-b860-cb3729c32e5a,K,0,0,0,0,1,3,APKN,0,0,Y,Y,Y,,8,10,1,1,1,1,1,1,1,1,,,,,1,,,,4,,4,4,5,15,10,5,6,6,5,5,4,52,3,2,0,1,0,18,0,15,0,15,3,7,7,8,4,0,4,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,794439998,,58c7be2a-5c72-4b6e-aa4c-576401dc6139,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,Y,,10,11,1,1,1,1,1,1,1,,,,,1,1,1,,,4,4,3,3,4,8,4,4,3,0,6,5,3,37,2,3,0,0,-1,9,0,16,0,17,2,1,3,6,4,0,,,4,-1,0,0,0,0,0,0
,,,,M,,15,401,1,822420054,,b41401eb-2de9-4aee-a886-7f3ca6a0e5a8,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,13,11,1,1,1,,1,,1,1,1,1,1,1,,,,,5,5,5,5,5,16,17,9,7,6,9,10,8,83,3,3,3,3,2,26,2,26,3,23,7,6,2,3,6,1,6,1,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,575717614,,25512bde-a2ac-4cf9-b5b5-d88b14a4cc29,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,,,6,9,1,1,,,1,1,1,,,,,,1,1,,,2,,2,2,4,15,5,0,1,1,3,3,3,27,2,2,-1,0,-1,1,-2,8,0,5,1,1,1,6,,,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,757982469,,87b7dbd7-c2f6-43cd-aa98-6c319ba9a8a7,N,1,0,0,0,1,2,WBRI,0,0,Y,Y,Y,Y,10,9,1,1,1,1,,1,1,1,1,1,1,1,,,,,5,5,4,4,4,17,10,5,3,1,7,6,3,57,2,3,1,3,1,12,0,19,0,17,3,3,2,1,3,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,760345611,,ae6e55fc-8d48-4aa5-84f7-27c8a841154d,N,0,0,0,0,1,2,WBRI,0,0,,,,,6,7,1,1,1,,1,,,,,,,,,,,,4,,4,5,5,4,9,3,2,1,3,2,4,23,2,2,-2,-3,-1,4,-2,9,-1,3,3,1,0,3,6,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,716363915,,3b91afb0-64bf-41c9-95c5-2a99bb0dfa0a,N,0,0,0,0,2,3,APKN,0,0,Y,Y,Y,,10,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,5,4,5,4,5,14,16,7,6,7,8,7,5,72,3,3,0,0,0,20,0,20,0,20,5,7,7,3,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,755551011,,3f3ea629-a1ae-47ad-8e06-eb0c3bce8b08,N,0,0,0,0,1,1,AIND,0,0,,,,Y,7,8,1,1,1,1,,,1,1,,,,1,,,1,,5,4,5,5,3,11,3,1,1,3,5,3,2,27,3,2,1,2,0,3,0,12,1,6,4,4,4,0,2,1,2,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,773712001,,23ad99a0-3541-42c3-b6b7-6f64b77f1997,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,,11,11,1,1,1,1,,,1,1,1,,1,1,,1,,,5,5,5,5,5,12,15,6,7,7,7,6,4,62,3,3,0,0,0,22,0,18,0,18,1,7,5,1,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,656117464,,917662bc-d4ea-41e7-950a-b7b0f9157067,N,1,0,0,1,1,2,WBRI,0,0,,Y,,Y,9,9,1,1,1,1,,,1,1,1,1,1,1,,,,,5,5,5,5,4,9,4,3,1,2,5,4,2,37,3,3,0,0,0,8,0,12,0,9,4,1,2,0,4,0,4,1,,,0,0,0,0,0,0
,,,,F,,15,401,0,685390937,,f9c12824-cbcd-4391-b07a-58e67f7b5d71,N,1,0,0,1,1,3,APKN,0,0,Y,Y,Y,,11,9,1,1,1,1,1,1,1,1,1,,,1,1,,,,4,3,1,1,,15,13,5,6,5,9,7,4,67,3,3,,,,21,,23,,17,5,5,4,3,2,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,792462070,,d2c3df03-057e-477e-bca0-37b0e811c6bf,N,1,0,0,1,2,1,WBRI,0,0,,Y,,,9,7,1,1,1,,1,1,1,,1,,,,1,1,,,5,6,5,5,4,12,14,4,7,5,6,6,7,60,2,3,1,2,1,14,1,19,1,19,3,7,4,7,3,1,,,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,711943633,,788719cb-34f7-4d0c-8645-1be48aadc24c,N,0,0,0,0,1,4,AOTH,0,0,Y,Y,Y,Y,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,4,4,14,11,7,5,5,6,5,5,61,3,3,0,0,0,18,0,17,0,15,0,5,5,6,4,0,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,696694354,,0d0f889b-5422-4425-8522-05c34565811b,N,0,0,0,0,1,2,AIND,0,0,Y,,Y,,8,10,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,4,4,5,4,15,7,6,6,6,5,4,3,51,3,2,1,1,1,15,1,12,0,17,0,6,7,4,3,0,2,2,4,-1,0,0,0,0,0,0
,,,,F,,15,401,1,471133558,,d1a985f4-a5c3-4828-86d4-56d9b72020ba,K,0,0,0,0,2,1,WBRI,0,0,,,,Y,4,5,1,1,,,,,,,,,,,,,,,6,,4,4,4,5,0,0,0,0,0,0,0,1,1,1,-2,-1,-2,0,-2,0,-4,0,0,0,0,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,731452541,,13a7e1c8-4ad0-47e8-a534-733b2383cc60,N,1,0,0,1,1,4,WOTH,0,0,Y,Y,Y,,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,5,11,15,8,7,8,9,8,6,77,3,3,1,0,0,24,2,24,2,14,3,7,8,7,4,1,4,1,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,696425744,,3bbb3e2a-48d2-4426-a800-5eed8a61af5c,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,10,10,1,1,1,,1,1,1,1,1,1,1,,1,1,,,4,4,3,3,5,17,15,7,7,6,7,6,4,76,2,3,0,2,0,23,0,20,0,26,0,7,2,6,5,1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,687251974,,92e61de5-39b6-4778-b661-027240070b4c,K,1,0,0,1,1,3,APKN,0,0,Y,,Y,Y,7,11,1,1,1,,,,1,1,1,1,1,,1,,,,5,4,5,5,4,4,2,4,0,1,4,4,5,31,2,3,0,0,0,5,0,12,0,10,0,0,0,4,4,0,,,4,1,0,0,0,0,0,0
,,,,M,,15,401,0,776521322,,7c004dd3-c3b6-4838-9b90-332a36f2278b,N,0,0,0,0,2,4,MWAS,0,0,,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,3,3,,13,10,7,4,5,8,6,6,66,3,3,,,,17,,22,,16,5,3,5,4,,,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,746993806,,fcf98c43-c103-482d-8635-245c29a4492c,N,0,0,0,0,1,2,WBRI,0,0,,,,,5,6,,1,1,,,,,,,,,1,,1,,,5,4,4,4,4,0,1,1,0,0,1,1,0,3,2,2,-2,-4,-3,1,-1,2,-2,1,5,1,3,1,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,676444931,,deb64c20-1499-45be-a9c9-e77f3f2c97ad,K,0,0,0,0,1,2,WBRI,0,0,,,,,5,4,1,1,1,,,,,,,,,,,,,,2,W,1,1,3,4,7,1,3,4,3,3,3,21,2,2,0,-2,0,4,0,8,0,5,2,3,1,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,696445092,,9ce7bbd2-1739-4451-84d3-371c5ee80390,N,0,0,0,0,2,3,WBRI,0,0,Y,,,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,18,17,9,8,8,9,9,8,87,3,3,2,3,1,27,3,29,2,29,0,8,8,9,7,2,7,3,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,433692684,,625255b0-6ff3-44d7-b4a4-604b2a9d5118,K,0,0,0,0,1,2,WBRI,0,0,,,,Y,5,6,1,1,1,1,,,,,,1,1,,,,,,4,,2,3,4,8,11,2,3,3,2,2,0,33,2,2,-2,-2,-1,8,-1,5,-3,6,0,3,4,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,800394550,,fa270a40-4bfd-4223-9d68-b13c4dc4089a,N,0,0,0,0,1,3,APKN,0,0,,,Y,,10,8,1,1,1,1,,,1,,1,,1,,,,,,4,4,4,4,4,14,13,5,3,2,6,4,5,53,2,3,0,0,1,13,0,16,0,14,2,4,1,1,3,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,659944917,,4ccfa3a3-ae12-414e-ad1e-f61153e2e1f3,K,1,0,0,1,1,2,APKN,0,0,,,,,8,9,1,1,1,1,,,,,,,,,,,,,5,5,4,4,4,2,2,1,0,0,2,1,0,7,2,2,-1,-1,0,2,-1,4,-2,0,9,2,1,0,3,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,797792604,,e31a2d96-7386-44c6-b770-44a6ade10de5,N,0,0,0,0,1,3,APKN,0,0,,Y,Y,Y,11,9,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,5,5,4,4,5,12,12,7,5,3,8,6,5,74,3,3,0,0,0,19,0,22,0,15,5,5,6,7,4,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,793550603,,e744f898-9a03-45f0-b918-54fe2454b3be,N,0,0,0,0,1,3,APKN,0,0,,,,Y,10,9,1,1,1,,,,1,,,,,,,,,,,4,5,4,4,16,6,3,3,3,6,5,3,45,3,3,0,2,0,8,-1,16,0,12,8,2,1,0,3,0,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,780332452,,48c46d1d-93c1-4460-b064-0f9c2138236a,N,1,0,0,1,2,2,APKN,0,0,,,Y,,11,9,1,1,1,1,1,1,,,1,1,,,1,,,,,,2,3,3,6,12,6,6,4,7,6,6,64,3,3,0,0,1,19,1,19,0,15,7,6,3,6,2,0,,,3,1,0,0,0,0,0,0
,,,,M,,15,401,1,681934803,,0d845e9d-ab25-488e-923f-11622a8bcd7f,N,0,0,0,0,1,3,WBRI,0,0,,,,,5,4,1,1,1,1,,1,,,,,,,,,,,,,3,3,4,1,0,0,0,0,2,0,0,3,2,2,-3,-1,-3,0,-3,1,-3,0,12,0,2,0,,,3,-3,,,0,0,0,0,0,0
,,,,F,,15,401,1,731689139,,6f7eb619-1210-4fc7-8e9a-4477c4767465,N,0,0,0,0,1,2,AIND,0,0,Y,,,Y,8,10,1,1,1,,1,1,1,1,,1,1,1,1,1,,,4,5,4,4,4,12,14,6,7,5,6,6,6,59,2,3,2,2,2,20,3,19,2,15,3,6,6,10,5,2,,,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,787667445,,f846ad73-88be-4e76-9024-868b2bb9ec67,N,0,0,0,0,1,4,WBRI,0,0,,,Y,,9,9,1,1,1,1,,,1,1,1,,1,,,1,,,5,5,4,3,5,12,9,5,0,2,5,5,6,41,3,3,-1,0,-2,11,-3,14,-1,15,2,1,4,2,4,-3,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,779758499,,73f1df56-eca6-41d1-8095-3ece5f45e46d,N,0,0,0,0,1,2,WBRI,0,0,Y,,,Y,11,8,1,1,1,1,1,,1,1,1,,1,1,1,1,,,4,4,4,5,5,12,13,8,7,4,7,6,6,70,3,3,1,0,0,24,2,19,1,13,3,5,5,3,3,1,4,1,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,757900037,,cfaf8dcc-ea61-4ac5-9bc2-ef17cc92b5d1,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,18,16,7,6,7,9,8,7,84,3,3,1,3,0,20,0,25,0,24,1,5,7,4,7,0,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,0,777187106,,1fdfa6ef-9429-48a2-8cc0-98713c4d4bab,N,0,0,0,0,1,3,AOTH,0,0,,,,,10,7,1,1,1,,,,1,1,,,,,,,1,,4,,1,1,,12,6,5,4,1,6,4,3,48,2,2,,,,13,,13,,5,7,4,1,0,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,803049733,,5dd38713-0f34-4217-b948-7270fdbc1889,N,0,0,0,0,1,3,OOTH,0,0,Y,,Y,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,6,3,3,4,12,17,7,6,7,8,8,7,78,3,3,1,0,2,23,2,23,1,27,2,6,8,6,4,2,4,1,4,0,0,0,0,0,0,0
