candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,706106623,,7107bd73-aaa3-4557-8f12-ccc8a94a7409,K,1,0,0,0,1,3,APKN,0,,,Y,,6,6,1,1,1,,,,,,1,,,,,,,,,,,,5,6,2,2,3,5,4,5,1,1,5,9,8,2,4,2,3,3,1,35,2,2,-2,-2,,-2,-2,7,-2,8,-2,4,1,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,796613431,,b054fb5a-b718-43fe-9673-e2daca9880a3,K,1,0,0,1,1,1,WBRI,0,,,,,7,4,1,1,1,,,,1,,,,,,,,,,,,,,5,5,5,5,2,4,2,1,0,0,4,8,6,3,1,0,4,2,1,34,2,2,0,0,,0,0,7,0,7,0,0,13,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,713742775,,863e3b06-e6ef-43e5-aebd-0b6e994f4577,N,1,0,0,1,1,3,APKN,0,Y,,Y,Y,9,10,1,1,1,1,,1,1,,1,1,1,1,1,1,,,1,,,,4,5,4,4,4,3,5,6,5,2,5,6,9,5,5,6,6,4,2,54,3,2,0,0,,-2,0,18,0,16,0,15,1,6,0,6,-2,,,0,0,0,0,0
,,,,F,,15,401,1,729689789,,7c946122-5172-4382-8fcf-16ac49258b72,N,0,0,0,0,2,1,WBRI,0,,Y,Y,Y,9,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,5,5,5,5,5,8,7,4,7,2,5,15,13,6,6,7,7,6,6,71,3,3,1,1,,1,1,22,1,21,2,21,2,6,1,5,0,5,1,0,0,0,0,0
,,,,F,,15,401,1,779862840,,7e555c88-4871-4428-82a0-20b5c6a371b0,N,1,0,0,1,1,1,OOTH,0,,,Y,,5,5,1,1,1,,,,1,1,,,,,,,,,,,,,4,4,5,5,2,7,6,3,0,0,5,14,11,3,4,2,2,2,0,39,2,2,0,0,,1,0,7,-1,6,-1,6,0,5,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,784614715,,3762bcf0-6101-4312-95f0-480a50521c5c,N,0,0,0,0,1,4,WBRI,0,Y,,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,4,4,7,7,9,7,6,7,5,13,18,9,7,7,8,7,8,81,3,3,1,1,,1,2,24,1,24,2,25,2,6,1,5,1,5,0,0,0,0,0,0
,,,,F,,15,401,1,788794989,,0bc62e03-7ee7-4a8f-93e4-733ac2c3ea4e,N,0,0,0,0,1,3,APKN,0,,,Y,Y,11,9,1,1,1,1,1,1,,,1,1,1,1,,,1,1,1,,,,4,4,3,4,6,3,5,7,1,4,5,10,14,7,6,5,7,4,4,68,3,3,0,0,,-2,0,22,0,19,0,17,1,5,0,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,610016826,,2f0f1154-f9c9-4772-a53e-bbb75e2089f7,K,0,0,0,0,2,2,APKN,0,,,Y,,5,8,1,1,1,,,,1,,1,,,,,,,,,,,,6,4,3,3,0,7,3,2,2,2,4,7,2,2,2,1,2,2,3,10,3,3,0,0,,1,0,5,0,4,-1,2,1,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,720434144,,f7ef527c-4cfc-4d1f-b927-d63df6b117d7,E,0,0,0,0,1,2,WBRI,0,,,Y,,5,4,1,1,1,1,,,,,,,,,1,1,,,,,,,6,6,3,3,2,7,3,1,6,0,4,16,7,1,2,1,6,5,3,42,2,2,0,0,,0,0,4,-1,15,0,7,7,3,0,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,702193464,,1a767587-ce2f-4f1b-b210-8015426f5e1b,N,0,0,0,0,1,3,BAFR,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,5,4,3,3,7,9,8,7,7,10,5,17,16,6,7,8,7,7,7,82,3,2,0,0,,1,0,22,0,22,0,21,1,,,6,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,763019590,,feead96d-a747-458f-92d2-91653c170aa7,N,0,0,0,0,1,2,WBRI,0,,,,,9,10,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,,4,5,4,4,5,5,8,8,7,6,5,12,17,7,7,7,7,7,6,60,3,3,0,0,,-1,0,21,0,19,0,24,0,5,0,5,0,5,-1,0,0,0,0,0
,,,,M,,15,401,1,790683986,,5e2421cf-84ba-4ecc-911c-b16fdb494178,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,9,11,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,4,5,3,4,7,7,8,8,7,7,5,14,16,7,8,8,7,6,6,71,3,3,1,1,,1,2,23,1,19,0,20,1,5,0,3,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,794784335,,4a61d87a-28b0-46a0-8fd2-83edd64faceb,N,0,0,0,0,1,2,WROM,0,,Y,Y,Y,11,8,1,1,1,1,,,1,1,1,,1,1,1,1,,,1,,,,5,4,5,5,7,6,5,8,4,1,5,14,13,9,8,8,8,8,7,76,3,3,1,1,,0,1,25,2,23,2,19,8,5,1,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,816414979,,a2baf66d-1a93-49ad-9b71-3f0fffb4571e,N,0,0,0,0,1,3,BAFR,0,Y,Y,Y,Y,12,12,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,5,5,9,7,9,9,8,3,5,15,18,10,9,8,10,8,8,91,3,3,1,1,,0,0,28,1,27,2,27,1,7,0,6,0,,,0,0,0,0,0
,,,,M,,15,401,1,780419301,,654ac148-a916-47c5-bec2-82ee5e79a40f,N,1,0,0,1,1,3,WBRI,0,,,,,7,7,1,1,1,,,,1,,1,,1,1,,,,,,,,,5,5,5,5,3,6,5,3,1,1,4,11,11,5,2,1,5,6,4,47,3,3,0,0,,0,0,12,-1,13,0,11,3,4,-1,,,,,0,0,0,0,0
,,,,F,,15,401,0,823534803,,863e3b06-e6ef-43e5-aebd-0b6e994f4577,N,0,0,0,0,1,4,APKN,0,Y,Y,Y,Y,12,9,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,,5,5,3,2,8,9,7,8,7,1,,18,17,10,8,7,9,8,7,87,3,3,,,,,,27,,26,,26,2,6,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,811120225,,fc9a059a-dd32-49b5-afb6-0dfc64e7e449,N,0,0,0,0,2,3,APKN,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,6,6,3,4,8,8,8,8,6,8,5,17,17,9,8,6,10,8,8,88,2,3,1,1,,0,0,27,0,26,2,27,0,7,0,,,6,1,0,0,0,0,0
,,,,F,,15,401,1,780248371,,fc5c2d0f-c44e-4bf3-ab6e-5ec5bdd78a88,N,0,0,0,0,2,2,MWBC,0,Y,Y,,,8,8,1,1,1,1,1,1,1,,1,,,,1,,1,1,,,,,5,4,4,4,4,7,4,1,2,6,5,13,10,5,2,0,6,3,1,51,2,3,0,0,,0,0,10,0,14,0,18,0,4,0,4,-1,5,0,0,0,0,0,0
,,,,M,,15,401,1,671070802,,cde30b21-4d5d-4c7d-8bdd-30dfb64749ec,N,1,0,0,0,1,3,APKN,0,,,Y,,6,5,1,1,1,,,,1,,1,,,,,,,,,,,,5,4,4,4,1,7,5,2,2,0,5,9,9,4,4,3,3,2,1,32,2,2,-1,-1,,-1,0,10,-2,5,-2,1,10,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,740080040,,b449d68c-86f1-455e-8ff3-aef46e3f6d8d,N,0,0,0,0,2,3,AOTH,0,,,Y,Y,9,9,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,,4,3,3,7,8,8,8,4,1,5,16,16,8,8,4,8,7,7,82,2,3,2,2,,2,2,23,1,23,2,21,2,5,2,,,,,0,0,0,0,0
,,,,F,,15,401,1,764064221,,9b18c95b-a1bc-4830-978d-bbfd560f8b4f,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,,,5,5,4,5,7,6,7,7,8,6,5,12,14,8,7,8,8,6,5,75,3,3,1,1,,0,0,25,1,20,0,19,1,4,1,5,0,4,1,0,0,0,0,0
,,,,F,,15,401,1,807174885,,aa61dcc4-654b-4b7f-b1c4-c8f9061566ec,N,0,0,0,0,1,2,APKN,0,Y,Y,,Y,9,8,1,1,1,1,1,1,,,,,1,,1,1,1,1,,,,,5,5,5,5,6,4,3,5,6,5,4,10,8,7,6,3,7,5,7,63,3,3,0,0,,-1,0,22,0,20,0,19,2,3,0,4,2,4,1,0,0,0,0,0
,,,,M,,15,401,1,609707023,,95faf698-6b24-486d-9d87-34e22943120b,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,7,8,1,1,1,,1,,1,1,1,1,1,1,,,,,1,,,,4,,3,3,5,8,7,7,1,3,4,14,14,6,8,5,8,7,6,72,2,3,2,2,,3,2,21,2,22,2,19,2,4,2,,,,,0,0,0,0,0
,,,,M,,15,401,1,686326218,,84a595be-b821-4aab-8df5-f38e55969b98,N,0,0,0,0,1,2,APKN,0,,,Y,Y,8,8,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,,,,3,,2,3,3,3,2,4,2,3,4,6,4,4,5,1,3,3,1,34,3,2,-1,-1,,0,-1,14,-1,10,-1,9,1,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,682058988,,095c0100-b1bd-4707-a73a-9ca7f87f1e6d,N,0,0,0,0,1,4,WEEU,0,,,,Y,8,10,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,,4,5,4,5,3,7,7,5,8,1,5,11,12,4,7,6,6,6,5,47,2,2,0,0,,-2,-1,11,0,17,0,17,3,,,6,0,,,0,0,0,0,0
,,,,M,,15,401,1,770414491,,1c1c467e-dc29-436c-8802-3da7cc952664,N,0,0,0,0,1,2,WBRI,0,,Y,,,9,7,1,1,1,1,,,1,1,1,,1,,,,,,,,,,5,4,5,5,5,8,4,3,1,0,5,17,12,6,3,3,7,4,3,71,3,3,0,1,,2,0,18,0,19,1,17,3,4,1,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,786046881,,6137992c-55cc-4451-90fe-e1f9268d0176,N,0,0,0,0,1,3,APKN,0,,,Y,,7,8,1,1,1,,1,,1,,1,1,1,,,,1,,,,,,5,5,4,4,4,7,2,4,4,4,4,14,3,4,5,7,5,7,4,45,3,2,0,0,,0,0,13,0,15,0,23,1,4,0,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,812571194,,afd1e954-7fb1-4a0c-b1e4-d6b0e3c09262,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,10,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,5,7,8,5,8,2,8,5,16,11,8,8,4,10,6,7,83,3,3,0,0,,1,-1,25,0,26,1,25,3,7,1,,,6,0,0,0,0,0,0
,,,,M,,15,401,1,793339986,,38b99a67-c8fd-4bc0-890f-1fae1e191025,K,0,0,0,0,1,2,APKN,0,,,Y,,7,6,1,1,1,1,,,1,,1,,,,,,,,,,,,W,5,5,5,4,3,6,6,5,1,4,6,13,5,5,6,5,4,3,39,3,3,0,0,,-1,0,15,0,13,0,4,8,3,0,3,0,4,0,0,0,0,0,0
,,,,M,,15,401,1,679667673,,e638fccd-f4f4-46f3-b277-83e002e67693,N,0,0,0,0,1,2,AIND,0,,,Y,,8,6,1,1,1,1,,,,,1,1,1,1,1,1,,,1,,,,,4,5,5,6,8,4,7,7,1,5,18,10,7,6,7,7,7,6,77,3,3,1,1,,0,1,20,1,21,1,17,8,7,1,6,1,,,0,0,0,0,0
,,,,F,,15,401,1,791016312,,38808964-3b6b-4fe7-afab-0e680722802b,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,4,4,3,3,7,8,7,7,6,1,5,16,15,8,8,7,8,8,8,82,3,3,1,1,,1,0,23,0,24,1,24,1,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,752541905,,25961b56-c603-472c-94e5-6ee9d3ae7043,N,0,0,0,0,1,2,APKN,0,,,,Y,9,9,1,1,1,1,,1,1,,1,1,,1,1,1,,,1,,,,5,6,5,5,5,5,6,6,8,1,4,11,12,7,6,5,6,6,4,60,3,3,0,0,,0,0,18,1,17,0,16,2,5,1,5,2,,,0,0,0,0,0
,,,,F,,15,401,1,710393119,,1c7eeec2-7459-4947-93ce-8d3c59fde9e0,K,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,8,10,1,1,1,,1,,,,,1,1,1,1,1,,,1,,,,4,5,5,5,5,3,7,5,4,5,5,9,13,8,7,5,7,6,4,62,2,2,0,0,,0,0,22,1,19,0,23,0,7,0,,,6,0,0,0,0,0,0
,,,,M,,15,401,1,724237767,,6523d012-d908-4c20-8cf3-af8222818b68,N,0,0,0,0,1,4,WBRI,0,Y,,Y,Y,10,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,4,4,5,8,7,8,7,3,5,5,16,17,8,7,6,8,7,6,84,3,3,0,0,,1,0,24,0,24,0,19,3,7,0,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,751949601,,519045d6-c83c-495a-be69-23d6d204a251,K,0,0,0,0,1,2,APKN,0,,,Y,,8,7,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,4,5,3,3,4,6,7,6,5,2,4,10,15,5,6,6,3,4,3,47,3,2,0,-1,,-1,0,16,0,11,-2,7,6,5,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,688099587,,4c3c41b2-dd30-4160-bc53-03349565c21b,N,0,0,0,0,1,2,APKN,0,Y,,Y,,6,7,1,1,1,1,,,1,,1,,1,,1,1,,,,,,,5,5,5,4,3,5,5,7,5,0,4,11,9,6,5,3,6,6,4,42,3,2,0,0,,0,0,16,0,15,1,11,4,4,1,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,807028343,,e8a54f4d-c122-4a84-9068-b45ebec61392,N,1,0,0,1,1,3,APKN,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,,1,,1,,,,,,,,5,5,5,5,5,5,6,6,3,1,5,14,13,6,4,5,8,6,7,68,3,3,-1,-1,,-1,-1,18,-2,23,0,25,0,7,-2,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,821171203,,f8c653d5-9354-4d39-910d-e5c25ff3e42e,N,0,0,0,0,1,2,WBRI,0,Y,,Y,,11,10,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,,,5,4,4,4,6,5,3,4,5,2,5,13,11,7,5,4,7,4,4,72,3,3,0,0,,0,-1,20,0,21,0,25,0,5,-1,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,816285625,,9fe198d0-a1bb-471e-bcdb-6d6934756cb8,N,0,0,0,0,1,2,REFU,0,,,Y,,10,9,1,1,1,1,1,,,,1,1,1,,1,,,,1,,,,5,5,5,5,6,0,8,6,3,4,5,6,17,7,7,4,6,4,4,71,2,2,0,0,,-2,1,23,0,17,0,16,1,4,1,4,1,5,0,0,0,0,0,0
,,,,F,,15,401,1,721038008,,a64eddb2-e4a8-43c3-b5f0-26c37bed8c67,N,0,0,0,0,1,4,AIND,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,3,8,6,8,6,8,9,5,13,17,9,8,8,9,8,8,85,3,3,0,0,,-1,0,26,0,25,0,21,3,,,7,0,6,0,0,0,0,0,0
,,,,F,,15,401,1,647860472,,8a4166d9-1eb3-4926-8405-9ffff36ba1d3,K,0,0,0,0,2,2,WBRI,0,Y,,,Y,7,10,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,5,3,9,6,4,4,2,5,14,7,6,4,5,5,7,3,55,2,2,0,0,,0,0,16,0,14,0,6,3,7,0,7,1,,,0,0,0,0,0
,,,,M,,15,401,1,667359503,,df38472b-acec-4d5c-bc79-ef8a24edda85,N,0,0,0,0,1,3,WBRI,0,Y,,Y,,10,11,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,,,5,5,5,5,5,6,6,7,4,3,5,10,11,6,7,5,8,7,5,60,2,3,1,1,,0,1,18,1,21,2,18,5,5,2,5,1,5,1,0,0,0,0,0
,,,,F,,15,401,1,772745448,,1f6a9933-09a8-4cfe-a741-bb89e64fbe4e,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,,5,5,8,8,7,8,8,5,5,16,14,10,9,8,9,7,7,87,3,3,2,2,,2,0,27,3,26,2,24,0,7,2,7,3,6,0,0,0,0,0,0
,,,,M,,15,401,1,807939027,,61981228-0d63-4fd8-9057-9435c58f6b40,N,0,0,0,0,2,4,APKN,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,4,4,2,3,8,6,9,8,7,6,5,14,17,9,8,8,9,8,7,82,3,3,2,2,,0,2,27,3,25,1,25,1,5,2,5,2,4,0,0,0,0,0,0
,,,,M,,15,401,1,819723821,,f447e576-433b-45bc-9a7c-5599a04115e0,N,1,0,0,1,1,2,WBRI,0,,Y,Y,Y,9,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,5,5,5,5,8,5,5,8,8,0,5,14,12,8,8,8,9,8,7,82,3,3,2,2,,2,0,24,2,24,2,26,0,4,2,4,1,,,0,0,0,0,0
,,,,M,,15,401,1,546311265,,fa4219a9-e0b0-44c6-827a-4898d840970d,K,1,0,0,1,1,1,WBRI,0,Y,,,Y,4,5,1,1,,,1,,1,,1,,,,,,,,,,,,4,6,5,5,0,6,3,0,1,4,4,7,3,1,2,0,1,2,1,9,2,2,0,0,,0,0,2,0,3,0,2,4,4,0,,,4,2,0,0,0,0,0
,,,,F,,15,401,1,770476051,,4ce9b1c7-b170-4263-8502-0ca22587d734,N,0,0,0,0,1,1,WBRI,0,,,Y,Y,7,7,1,1,1,,1,1,1,,,,,,,,,,1,,,,4,5,5,4,2,5,1,2,1,3,4,8,2,3,1,0,3,1,1,29,3,2,0,-1,,0,-1,6,-1,6,-1,2,6,3,-1,4,0,3,-2,0,0,0,0,0
,,,,M,,15,401,1,746644896,,83e2072c-4f2c-4d23-9ad9-a6cfd85d8e1f,N,0,0,0,0,2,3,WBRI,0,,,Y,,7,8,1,1,1,1,,1,1,1,1,1,1,1,,1,,,1,,,,4,,2,2,4,8,3,3,3,2,4,14,5,5,3,2,4,4,1,51,2,2,0,0,,2,0,10,0,10,0,10,2,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,707145900,,f3331343-62a1-4caf-a95e-dc82c2f85623,N,0,0,0,0,1,3,WBRI,0,,,Y,,6,8,1,1,1,1,,,1,,1,1,1,1,1,,,,1,,,,4,5,5,5,3,8,5,6,6,0,4,13,8,5,6,5,4,5,2,48,2,2,0,0,,0,0,17,0,11,0,9,2,4,1,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,794851210,,8f477dca-b0bc-4983-a89e-0fa5ff5b7854,N,0,0,0,0,1,3,WBRI,0,,,,,8,7,1,1,1,1,,,,,1,,,,,,,,,,,,,5,3,2,4,3,6,6,3,0,4,12,13,5,6,5,7,8,7,61,3,3,0,0,,-1,0,16,0,21,0,19,4,4,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,761780492,,6ab5eee9-205e-4f77-a02c-5a4db0c091a7,K,0,0,0,0,1,2,APKN,0,,,Y,Y,8,9,1,1,1,1,,,1,,1,1,1,,,1,,,,,,,6,4,4,4,3,4,8,3,3,1,4,9,15,6,4,2,5,4,3,41,3,3,0,0,,0,0,15,0,13,0,14,3,4,0,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,777047261,,eaea2649-a784-4fb8-b8ce-f982920ba595,N,0,0,0,0,1,3,APKN,0,,,,,9,8,1,1,1,1,1,,1,1,,,,,,,1,,,,,,,6,2,2,4,6,0,3,0,4,4,10,1,6,2,3,6,4,6,52,3,3,0,0,,3,-1,14,0,18,1,13,5,4,0,,,4,0,0,0,0,0,0
,,,,M,,15,401,1,732329320,,8872b946-ff77-4017-b78b-57b6175ca5d9,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,9,10,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,,,,5,5,4,4,6,8,8,7,4,3,4,14,16,6,6,6,6,7,6,70,3,2,1,1,,1,2,19,2,21,1,16,3,5,2,4,1,,,0,0,0,0,0
,,,,M,,15,401,1,602771076,,084702dc-efea-4e93-87d4-e58834598f7d,N,0,0,0,0,1,3,MWBC,0,,,Y,Y,6,7,1,1,,,1,,1,1,1,1,,1,,,1,1,1,,,,5,4,3,3,5,6,7,4,1,5,5,15,15,5,6,3,4,4,2,63,2,2,0,0,,0,0,15,0,12,0,13,0,,,,,5,2,0,0,0,0,0
,,,,M,,15,401,1,728057812,,e5ed263f-ee49-45e4-a494-3bc129d37c66,N,1,0,0,1,1,3,WBRI,0,,,Y,Y,7,6,1,1,1,,,,1,1,1,1,1,1,1,1,,,,,,,4,,4,4,4,7,4,3,2,0,5,13,8,6,4,1,5,2,1,55,3,2,0,0,,0,1,17,0,12,0,6,2,5,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,751486213,,a4daf883-ff46-44e4-9f9a-5323fd8dedbd,K,0,0,0,0,1,3,AIND,0,,,Y,,9,8,1,1,1,,,,,,1,,,1,,1,,,1,,,,4,5,3,2,5,8,8,7,5,1,4,16,15,6,7,7,6,7,7,66,3,3,0,0,,0,0,19,0,19,0,16,5,4,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,788542449,,5121b536-dd19-49e1-bbfa-a76c26e55a4a,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,10,10,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,,,,5,5,5,5,6,7,8,7,2,2,5,15,17,7,8,6,9,7,5,83,3,3,0,0,,1,0,24,0,25,1,24,0,7,1,7,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,788533647,,dedeac7d-5f4a-4916-8ee5-cef965ccedeb,N,0,0,0,0,1,4,WBRI,0,,,Y,Y,10,9,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,5,4,4,6,1,8,5,6,6,5,10,17,7,6,6,5,7,6,76,3,3,0,0,,-1,1,21,0,17,0,16,1,6,0,6,0,4,0,0,0,0,0,0
,,,,M,,15,401,1,762270810,,9cec92d7-891c-4fb4-9a00-1f5c32a144f1,N,0,0,0,0,1,2,MWBC,0,,,,,7,7,1,1,1,1,,,,,,,,,,,,,,,,,5,5,5,5,1,0,1,0,1,0,3,2,2,2,0,1,1,0,0,11,3,3,-1,-1,,-2,-1,5,0,1,-2,1,4,2,-1,2,-1,,,0,0,0,0,0
,,,,F,,15,401,1,730682440,,33295e3e-a1bc-4683-8260-8f061a79731d,N,0,0,0,0,2,2,APKN,0,,,,,7,7,1,1,1,1,,1,1,1,,,,,1,,,,,,,,,6,4,4,2,7,3,1,4,1,4,10,6,4,1,1,4,3,2,27,3,2,0,0,,1,0,8,0,7,-1,5,3,4,0,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,718646097,,0e4ee0b2-1d77-4abf-9a0e-c52842f9c56c,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,8,7,8,8,5,9,5,17,17,8,7,6,9,8,7,85,2,2,1,1,,1,0,24,1,25,2,26,2,7,1,7,1,5,2,0,0,0,0,0
,,,,F,,15,401,0,745144069,,77931c13-2fcb-429b-a907-7d15f0a388d4,N,0,0,0,0,1,3,APKN,0,,,Y,Y,9,7,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,4,5,1,1,7,8,7,8,4,0,,16,15,8,7,5,9,8,6,83,3,3,,,,,,24,,25,,25,3,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,746612282,,075632d1-ff50-440f-b444-ce0fcbde790c,N,0,0,0,0,1,3,MOTH,0,,,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,3,3,3,4,2,7,7,1,4,4,4,14,5,6,6,7,6,5,62,3,3,0,0,,-1,1,13,1,19,1,21,1,4,1,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,787295651,,4e5e4e1b-c3c1-45fd-bae8-f1ae17e4c65f,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,5,5,5,5,8,8,7,8,5,9,5,17,15,9,8,8,8,8,8,85,3,3,0,0,,2,-1,27,1,24,0,25,2,7,0,5,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,796233586,,b96d75a1-8451-405c-b60c-203f51dd7062,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,,9,6,1,1,1,1,,,1,1,1,,,1,1,,,,,,,,4,5,4,3,6,6,4,6,0,0,4,13,13,7,5,0,8,4,5,69,2,3,0,0,,1,0,19,0,20,0,19,4,3,0,4,0,,,0,0,0,0,0
