candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_science_pathway_flag
,,,,F,,15,401,1,643898845,,14965041-86ae-465a-9315-44cc9259b21b,N,0,0,0,2,3,APKN,0,Y,Y,Y,Y,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.473684211,5.636363636,,6,2,2,5,8,8,5,6,10,4,16,13,6,5,5,6,5,7,62,3,3,2,2,,2,2,16,2,17,3,14,2,4,1,,,3,1,0
,,,,F,,15,401,1,807289201,,c811f93f-35e3-45c9-9030-e39c7210d979,N,0,0,0,1,2,APKN,0,Y,Y,Y,,12,10,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,4.846153846,4.303030303,5,5,5,5,8,9,5,7,9,4,5,18,13,10,8,6,8,7,7,78,3,3,3,3,,4,2,27,3,25,4,23,7,3,2,4,2,4,1,0
,,,,F,,15,401,0,748646784,,ac571ce1-baa0-4d19-9cfa-8fcf97db2d0b,N,0,0,0,1,4,AOTH,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5.636363636,4,4,2,2,6,5,4,6,6,9,,10,9,7,5,5,6,6,7,63,3,3,,,,1,0,20,1,16,,17,1,5,1,4,0,5,1,0
,,,,M,,15,401,1,800303803,,01fad7fa-3ede-4efb-b2bb-29eb159b2c37,N,0,0,1,1,2,APKN,0,,Y,Y,,8,7,1,1,1,1,,,,,,,,,,,,,,,5.052631579,3.428571429,5,5,5,4,3,5,3,3,2,0,4,11,10,2,3,1,4,2,1,33,3,2,-1,-1,,0,0,9,-1,8,-1,7,1,3,-1,2,-1,,,0
,,,,F,,15,401,1,664395566,,c827ca7b-d3df-4378-8e9c-c0879788135d,N,0,0,1,1,2,APKN,0,Y,Y,,Y,4,5,1,1,1,1,,,,,1,,,,,,,,,,2.5,4.333333333,,6,3,3,0,5,1,1,3,0,4,9,2,0,0,0,2,1,1,15,1,2,0,0,,1,0,0,-2,5,-1,5,2,4,-1,3,0,,,0
,,,,M,,15,401,1,808891025,,913e4e8d-f34c-4bea-bf3c-2faaabd64b6e,N,0,0,0,1,2,BAFR,0,,,Y,Y,10,10,1,1,1,,1,,1,1,1,,1,1,,,,,,,5.842105263,5.227272727,,,4,4,6,6,9,8,1,4,5,10,18,8,8,7,8,8,8,77,3,3,0,0,,0,1,26,0,25,1,25,2,6,0,,,6,-1,0
,,,,F,,15,401,0,740554515,,f4973c6f-1cfa-4152-8022-0875473bb4e8,N,1,0,0,2,4,AIND,0,Y,,Y,Y,9,8,1,1,1,1,1,,1,,1,1,1,,1,1,1,,,,5.631578947,,2,4,0,0,4,7,6,3,4,4,,14,13,5,4,7,6,5,6,60,3,3,,,,0,1,15,0,16,,9,3,,,,,,,0
,,,,M,,15,401,1,709053184,,774b3487-d1ad-4fcc-92c2-26e3a772c26b,K,0,0,0,2,2,WBRI,0,,,Y,Y,11,10,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.157894737,5.181818182,5,5,5,5,7,8,6,8,3,8,5,16,12,9,8,8,7,7,6,81,3,3,1,1,,1,0,26,1,24,1,22,2,6,0,6,2,6,0,0
,,,,M,,15,401,1,746821323,,776400da-ccf2-46db-8819-95871fbc7dbe,N,1,0,1,1,3,WBRI,0,,,Y,,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5.210526316,5.318181818,2,5,5,4,6,6,5,3,6,5,4,11,12,8,6,5,5,3,5,60,3,3,0,0,,0,0,23,1,12,0,13,5,4,0,4,0,4,0,0
,,,,M,,15,401,1,653704762,,d87285fe-ce31-4370-919a-0a18e8b6fac4,N,0,0,0,1,3,WBRI,0,,,Y,Y,8,9,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,5.526315789,4.393939394,4,3,2,3,4,6,5,5,5,3,5,10,8,6,5,6,3,4,3,53,3,3,0,0,,0,0,17,0,16,0,20,0,5,0,6,0,,,0
,,,,M,,15,401,1,570232494,,35fe0d7f-af5b-461d-b870-4381cb04dd00,K,0,0,0,1,2,APKN,0,Y,,,Y,6,9,1,1,1,,1,1,,,,1,,1,1,1,1,1,1,,5.526315789,5.545454545,5,6,4,4,3,6,5,5,5,8,5,7,5,4,7,4,7,5,5,35,2,2,0,0,,-1,-1,12,0,14,0,11,1,,,,,5,0,0
,,,,F,,15,401,1,734459554,,150c90d8-61dc-4a47-8c16-4f43dea81132,N,0,0,0,2,3,APKN,0,Y,Y,Y,,10,9,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,4.923076923,5.363636364,4,5,5,5,6,6,7,3,8,5,5,12,14,7,6,7,6,7,7,69,3,3,0,0,,1,0,20,0,21,2,12,7,7,0,6,0,6,2,0
,,,,F,,15,401,1,779155665,,cc1f75db-fe95-4d5f-a1bd-89fc17e29af1,N,1,0,1,1,3,APKN,0,,Y,Y,Y,11,10,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,4.230769231,4.727272727,5,,4,3,8,8,8,8,8,4,4,16,17,10,8,8,8,8,8,84,3,3,3,2,,2,1,27,3,25,3,24,6,3,2,3,1,4,1,0
,,,,M,,15,401,0,683077024,,999b1435-7ec1-4d90-96a4-06773e92c384,N,1,0,1,2,4,BAFR,0,,Y,,,5,8,1,1,,1,1,1,,,,,,,,,1,1,,,,5.681818182,4,6,0,0,0,1,2,0,7,5,,1,2,0,0,0,0,0,0,3,2,2,,,,-1,-1,0,-1,0,,0,0,,,,,,,0
,,,,M,,15,401,1,682958929,,12f81efd-a59e-4bdf-a740-1f0caa453475,N,0,0,1,1,3,WBRI,0,,,,,7,8,1,1,1,1,,,,,,,,,,,,,1,,5.263157895,5.045454545,5,5,4,4,1,2,4,4,3,1,4,2,6,3,3,3,4,2,1,16,2,2,-3,-3,,-3,-2,6,-3,5,-3,2,3,5,-3,5,-3,,,0
,,,,M,,15,401,1,743191429,,6a3d14d1-ba5f-43a3-be88-92a06590f565,N,1,0,1,1,1,BCRB,0,,,,,6,5,1,1,1,1,,,,,,,,,,,,,,,4.538461538,3.285714286,5,,4,4,0,2,0,0,2,0,3,6,1,1,0,0,1,0,0,9,2,2,-1,-1,,0,-1,1,-1,4,0,2,5,2,-1,3,-1,,,0
,,,,M,,15,401,1,724421277,,7e2c7f98-11b4-4e9e-9051-f34419f64058,N,1,0,1,1,2,WOTH,0,,,,Y,8,8,1,1,1,1,,,,1,,1,,,,,,,,1,5.263157895,5.363636364,4,4,4,4,3,6,5,5,4,0,4,11,8,5,5,6,3,5,7,43,3,3,0,0,,0,0,15,-1,18,1,11,4,4,0,3,0,,,0
,,,,F,,15,402,1,782962650,,b9059674-4bb2-4b57-9018-4291484a6ec8,E,1,0,1,2,3,BCRB,0,,Y,,,7,8,1,1,1,,,,,,,,,,,,,,,,5.631578947,5.863636364,4,5,3,2,0,3,1,0,0,1,4,4,2,2,0,0,2,1,1,10,3,3,-1,-1,,-1,-1,6,-1,8,0,6,2,2,0,,,,,0
,,,,F,,15,401,0,771687815,,7e08f8f4-2dd0-4f53-b4c5-f00a783efc7a,N,0,0,0,2,3,APKN,0,,,Y,Y,7,9,1,1,1,,1,,,,1,,,1,,,,,,,5.421052632,5.636363636,3,6,0,0,3,5,4,5,2,3,,7,7,5,6,6,5,4,1,41,3,2,,,,0,0,17,0,9,,8,0,,,,,,,0
,,,,M,,15,401,0,572061010,,18c5dbdc-0fec-4ffa-b5b3-2a1b530dfbd7,K,1,0,1,1,4,WBRI,0,,Y,Y,Y,6,8,1,1,,,,,,1,1,1,1,,,1,1,1,1,,5.578947368,,,,2,2,3,9,7,5,5,3,,17,10,4,7,5,7,7,3,55,2,2,,,,0,-1,12,-2,15,,11,2,,,,,,,0
,,,,F,,15,401,0,677859449,,76f84c4e-b3cc-44a1-a6c9-cdcfceafb227,N,0,0,0,1,3,APKN,0,Y,Y,,,8,8,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,5.210526316,4.272727273,W,2,1,1,7,9,6,7,8,8,,18,13,8,8,8,8,8,7,80,3,3,,,,1,0,25,0,25,,25,2,5,0,6,1,5,2,0
,,,,F,,15,401,1,788957474,,f9d27c66-2594-47b1-a1ad-5544cce9fc70,N,1,0,0,1,3,AIND,0,Y,,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5.818181818,5,4,4,5,8,6,8,8,9,2,5,15,19,10,8,7,7,7,6,87,3,3,1,1,,0,2,28,2,24,1,25,1,6,1,5,0,6,0,0
,,,,F,,15,401,1,663517684,,e4398cfc-49ab-4383-a9eb-c6eca6972b70,N,0,0,0,2,2,APKN,0,Y,Y,Y,,8,8,1,1,1,1,,1,1,,,,,,,1,1,1,1,,5,5.909090909,5,6,4,5,5,4,7,8,8,3,4,10,14,5,7,8,7,6,5,68,3,2,0,0,,0,1,17,0,22,0,21,1,5,0,5,-1,5,2,0
,,,,F,,15,402,1,629697250,,826cf141-f4e3-4efd-b8c6-b8bca1669266,N,1,0,1,2,2,AIND,0,Y,,Y,Y,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.789473684,5.818181818,5,4,3,4,5,3,7,6,7,8,5,3,8,6,4,5,0,0,0,34,3,2,0,0,,-1,0,17,0,1,-1,0,3,,,6,0,5,0,0
,,,,M,,15,401,1,619291430,,98a91b7b-35aa-4fc8-86f8-dadce2e717ab,N,0,0,0,1,2,WBRI,0,,,,Y,5,7,1,1,1,1,1,,1,,1,1,,,,,,,,,5.789473684,4.606060606,4,4,4,5,1,7,4,3,6,5,4,12,5,1,4,4,5,5,3,26,2,2,0,0,,0,0,5,-1,7,0,4,3,4,0,4,0,5,1,0
,,,,F,,15,401,1,757125971,,1d92756c-3b8b-466c-ae3b-a555dd234c06,N,1,0,1,1,3,APKN,0,Y,,Y,Y,8,5,1,1,1,,1,,1,1,1,1,1,1,,,1,1,,,5.473684211,5.409090909,4,5,3,2,5,5,5,6,2,3,5,13,14,6,7,3,4,4,4,63,2,2,0,0,,0,0,18,0,19,-1,15,6,5,0,,,,,0
,,,,F,,15,401,0,728857514,,d20f2d2a-a83a-4aaa-9d2b-175bd128c78e,N,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,8,8,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,,,,6,5,1,2,5,8,7,5,2,5,,16,13,6,6,5,7,4,3,62,3,2,,,,0,0,16,-1,20,,17,1,,,,,,,0
,,,,F,,15,401,1,798886586,,e75c858a-ecca-470b-952f-2505bf581950,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,4.538461538,5.727272727,4,5,4,5,7,9,7,8,5,4,5,18,16,7,8,8,8,7,5,83,3,3,0,0,,0,0,24,0,23,0,18,7,7,0,6,-2,6,1,0
,,,,F,,15,402,0,719226582,,8796eeec-120b-4292-98a9-69ece6e35121,N,0,0,0,2,4,APKN,0,,,Y,Y,9,11,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,5.473684211,,5,4,2,1,5,6,7,6,8,1,,11,11,8,6,7,7,4,5,59,3,3,,,,0,0,23,0,14,,18,0,,,5,-1,,,0
,,,,F,,15,401,1,722007348,,260c828d-b090-4f0b-86aa-d41558fa38d1,N,0,0,0,1,2,AIND,0,,,Y,,5,6,1,1,1,1,,,1,1,,,1,,1,,,,,,4.923076923,4.818181818,5,5,5,5,2,4,4,4,3,2,5,8,7,2,4,2,5,2,1,29,2,2,0,0,,0,0,6,0,5,0,4,1,5,0,4,1,,,0
,,,,M,,15,401,1,737547797,,425735a3-2b83-4cbb-b7a2-68a2206baf2e,N,0,0,0,1,3,REFU,0,Y,Y,Y,Y,9,10,1,1,1,,1,,,1,1,1,1,1,,,1,1,1,,5.578947368,5.636363636,4,5,4,4,6,7,8,8,4,6,5,12,13,8,8,6,8,7,6,65,2,3,0,0,,-1,0,22,0,23,0,21,2,7,0,,,6,1,0
,,,,M,,15,401,0,619155589,,efd1a550-3590-4703-98b0-1916cfa5f2f3,N,0,0,0,2,3,MWBC,0,,,Y,Y,4,7,1,1,1,,1,,,,,,,,,,,,,,5.105263158,5.681818182,4,,1,1,0,3,4,0,1,3,,2,5,1,1,0,0,1,0,9,2,2,,,,-2,0,4,-1,2,,3,0,,,,,,,0
,,,,F,,15,401,1,721674839,,cd41c008-8257-44bb-9ba7-c76d026bce24,N,0,0,0,2,3,AOTH,0,,,,,6,7,1,1,1,1,,,1,,,,,,,,,,,,2.5,4.939393939,5,4,4,4,1,4,2,3,2,0,4,8,5,3,2,1,3,4,3,31,2,2,0,-1,,0,-1,4,-1,13,-1,14,1,4,0,4,-1,,,0
,,,,M,,15,401,1,716774892,,0c1df8ab-37ba-4f46-bebe-181db6d77690,N,1,0,1,1,3,BOTH,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,5.263157895,5.272727273,4,,4,4,7,6,7,5,8,9,5,14,16,8,5,6,8,8,8,77,3,3,0,0,,0,0,24,0,22,1,25,1,6,0,6,0,5,0,0
,,,,M,,15,401,1,818938699,,8d21dd68-b215-45f3-bba6-87acf814f789,N,0,0,0,1,2,APKN,0,,,,,11,10,1,1,1,1,,,1,1,1,,,,1,1,,,,,4.846153846,4.696969697,6,,3,2,5,5,5,3,8,1,4,12,12,8,6,6,6,7,6,64,3,3,0,0,,1,0,23,0,22,0,18,5,3,-1,3,0,,,0
,,,,M,,15,402,1,604614021,,762e0012-a172-4bbf-a8f6-40bae14624ec,K,0,0,0,2,2,WBRI,0,,,,,5,5,1,1,1,,,,1,,,,,,,,,,,,4.615384615,5.227272727,5,5,5,5,1,3,6,3,2,1,4,5,9,3,4,4,3,1,1,25,3,2,0,0,,-1,0,11,0,3,-1,1,4,4,0,4,0,,,0
,,,,M,,15,401,1,651279093,,0099fe59-a687-4f27-8931-5958b237f749,K,1,0,1,1,1,WBRI,0,,,,,6,6,1,1,1,1,,,1,1,,,,,,,,,,,3.428571429,3.25,4,,5,4,1,4,2,2,4,0,3,6,2,3,3,1,4,3,1,19,2,2,0,0,,1,0,7,0,10,0,6,5,2,0,2,0,,,0
,,,,M,,15,401,1,754805881,,db90cea1-6d61-4c87-825d-349a6aafb1b7,N,0,0,0,1,1,APKN,0,Y,,,,6,8,1,1,1,,1,1,1,1,1,,1,,,1,1,,,,4,4.03030303,4,5,5,5,3,3,4,2,2,4,5,5,7,3,3,1,2,5,3,34,2,2,0,0,,-1,0,9,0,12,0,15,0,5,0,6,1,4,0,0
,,,,M,,15,401,1,799823770,,688f70e8-a3b5-4074-9f8e-5a8768403c85,N,1,0,0,2,1,WOTH,0,Y,Y,,,11,9,1,1,1,1,1,1,1,,,,,1,1,1,1,,1,,4.307692308,4.727272727,,5,4,4,5,8,3,5,5,3,4,18,9,6,5,5,6,7,8,64,3,3,1,1,,2,0,19,0,23,2,21,6,3,0,3,1,4,0,0
,,,,M,,15,401,1,777209569,,624775e8-a7d6-4de4-941c-683f53ce41ce,N,0,0,0,1,3,WBRI,0,,Y,Y,,7,6,1,1,1,1,,,1,1,1,1,,1,,1,,,1,,5.157894737,2.5,5,4,5,5,3,1,5,6,2,0,5,3,10,4,3,3,5,4,2,37,3,2,-1,-1,,-3,0,12,-1,11,-1,6,6,6,0,4,-1,,,0
,,,,M,,15,401,1,475271140,,80ee80b0-88db-4fbf-b3e4-e873e5bede06,N,0,0,0,1,2,WBRI,0,,,Y,Y,6,8,1,1,1,1,,,,,,1,,1,,,,,1,,5.315789474,5.772727273,,3,4,4,1,5,5,3,6,2,4,4,5,1,3,1,2,1,3,15,2,2,-1,-1,,-1,0,2,-1,6,-2,8,0,5,-1,4,-1,,,0
,,,,M,,15,401,1,745857105,,ec970f2a-841c-4181-9160-5a8e16f0f3f8,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5.684210526,5.136363636,2,5,5,5,8,8,9,7,7,6,5,15,18,9,7,8,8,8,8,82,3,3,1,1,,0,2,26,2,23,1,25,0,6,3,5,0,5,1,0
,,,,F,,15,401,1,685606700,,88c1e0c4-d2c5-4128-a643-48d34867480a,K,0,0,0,2,1,WBRI,0,,,Y,,4,6,1,1,1,1,,,,,,,,,,,,,,,4.615384615,4.666666667,4,4,4,3,0,7,3,1,6,0,4,11,2,1,1,2,4,1,0,10,2,2,-1,-1,,0,-1,3,-1,2,-2,3,1,6,-1,5,-2,,,0
,,,,M,,15,401,1,748392059,,2d046aab-5e9e-4a44-926e-809228ca4cd1,N,1,0,0,2,1,WENG,0,,Y,,,7,6,1,1,1,,,,1,1,,,,,1,,,,,,4.230769231,4.575757576,4,4,5,5,2,6,2,1,1,0,4,14,7,4,2,0,4,3,1,43,2,2,1,1,,3,2,8,0,8,0,6,2,3,0,4,2,,,0
,,,,M,,15,401,1,707362156,,ac33f788-3c11-46b1-8ce8-a90acc8b204b,N,0,0,0,1,2,WBRI,0,,,,Y,7,6,1,1,1,,1,,1,,1,1,,1,,,1,,,,5.684210526,4.606060606,5,4,5,5,3,7,3,6,1,5,5,15,7,4,6,5,6,5,3,49,3,2,-1,-1,,-1,-2,12,-2,17,-1,15,3,6,-1,,,5,-1,0
,,,,M,,15,401,1,798106142,,c7216e40-e57e-4c8f-8013-cf9917546635,N,1,0,1,1,3,REFU,0,Y,,Y,Y,8,8,1,1,1,1,,,1,1,1,,1,1,1,1,,,,,5.052631579,4.757575758,2,5,5,5,4,5,3,6,4,1,5,11,8,5,5,3,4,2,2,45,3,3,-1,-1,,0,-1,14,-1,9,-1,10,1,6,-1,6,0,5,-1,0
,,,,F,,15,401,1,626580224,,fedb0f76-64de-42af-856a-678a62e56a98,N,0,0,0,2,3,BAFR,0,,,Y,,7,9,1,1,1,,,,,,1,,1,,,,,1,,,5.631578947,5.136363636,4,4,2,2,4,8,7,5,4,4,5,14,11,5,7,6,7,6,5,51,2,2,0,0,,-1,-1,16,-1,17,0,18,0,,,,,,,0
,,,,F,,15,401,1,806066152,,309ead37-23ff-4480-8cb9-c26fb86ad6d0,K,1,0,1,1,1,WBRI,0,,,,,6,6,1,1,1,,,,,,,,,,,,,,,,4.769230769,4.333333333,4,,5,5,1,5,2,4,0,0,4,9,4,2,4,2,5,3,4,28,2,2,0,0,,0,0,6,-1,18,0,20,0,3,0,,,,,0
,,,,F,,15,401,1,808189232,,4275977a-f7c4-4679-816f-1c34c5749481,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4.461538462,5.136363636,4,3,4,4,8,9,6,8,9,4,4,18,16,9,8,7,8,8,8,87,3,3,1,2,,2,0,27,1,26,2,25,3,4,0,4,0,4,0,0
,,,,M,,15,401,1,748807135,,e4000c03-4583-4da1-8811-639e61283f00,N,0,0,0,1,3,APKN,0,,,Y,,9,7,1,1,1,1,,,,,1,,1,,1,,,,,,5.210526316,5.318181818,5,4,5,4,4,3,3,6,4,0,5,10,11,6,7,5,7,6,5,62,3,3,0,0,,-1,0,20,0,18,0,10,4,4,1,5,0,,,0
,,,,M,,15,401,1,779113812,,197c95bf-e2bf-49b4-b567-97b47cb5f5a6,N,0,0,0,1,3,WBRI,0,,,Y,,9,7,1,1,1,1,,,1,,1,,,,,,,,,,5.631578947,5.636363636,5,5,5,5,6,2,6,5,3,0,5,8,17,8,5,3,5,4,3,67,3,3,0,0,,-2,0,21,0,17,-1,18,1,4,-1,4,0,,,0
,,,,M,,15,401,1,693121203,,63c4aa97-58d2-4296-ba7d-466adf5b3b83,N,0,0,0,1,3,WBRI,0,,Y,Y,,6,6,1,1,1,,,,1,1,,,,,,,,,,,5.684210526,4.333333333,4,4,2,1,0,3,1,2,4,0,4,6,3,1,2,1,4,3,4,26,2,2,0,0,,0,-1,4,-1,14,0,14,0,,,,,,,0
,,,,M,,15,401,1,632206359,,8ee28a66-bc38-4876-aaa3-9607a64ea1a3,K,1,0,1,2,1,WBRI,0,,,,,4,4,1,1,1,,,,,,,,,,,,,,,,5.842105263,3.785714286,,6,3,2,0,2,1,1,1,0,3,4,1,0,2,1,1,0,0,6,2,2,-1,-1,,0,-1,1,-1,1,-2,0,7,3,-1,,,,,0
,,,,F,,15,401,1,820058655,,0989278c-3d02-49f4-8b08-ac7206a61576,N,1,0,1,1,3,WBRI,0,,Y,,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,,4.769230769,5.136363636,5,5,4,4,8,9,7,8,9,5,5,17,17,10,8,8,7,8,8,86,3,3,1,1,,2,0,28,2,25,2,26,0,5,0,5,1,5,0,0
,,,,M,,15,401,1,775290696,,363d798f-df81-4aad-b171-bb60f74eb8da,N,0,0,0,1,4,APKN,0,,,Y,Y,11,9,1,1,1,1,,,1,1,1,1,1,,1,1,,,,,5.578947368,4.848484848,5,5,3,4,7,8,6,7,6,1,4,17,16,9,7,7,8,7,8,85,3,3,2,1,,2,0,26,1,24,2,20,5,3,0,3,1,,,0
,,,,M,,15,401,1,707498416,,8e508a49-a367-48d8-9288-936f8b1be523,N,0,0,0,1,2,WOTH,0,Y,Y,,,9,10,1,1,1,,1,1,1,1,,,,1,1,1,1,1,,,4.769230769,3.285714286,4,6,5,5,5,9,4,6,4,7,4,16,8,7,6,5,8,8,8,69,2,3,1,1,,1,0,21,1,26,3,26,1,5,0,,,5,2,0
,,,,M,,15,401,1,775448805,,a86dd90d-2e64-4f27-812c-693d2c525072,N,0,0,1,2,3,WOTH,0,,,,,6,4,1,1,1,1,,1,,,,,,,1,,,,,,4.230769231,4.484848485,6,5,4,4,2,1,2,2,5,1,4,3,6,3,2,1,1,1,1,18,2,2,-1,-1,,-1,0,7,0,6,-2,5,3,3,0,4,0,,,0
,,,,F,,15,401,1,610572717,,a8ddfe47-7bcc-48a7-bdb7-b0569f43dfe2,N,0,0,0,2,2,APKN,0,,Y,Y,,7,9,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,4.769230769,4.272727273,4,4,5,5,4,6,7,5,7,3,4,8,9,4,4,4,6,6,5,44,2,2,1,0,,0,0,10,0,15,1,14,5,5,1,4,0,5,0,0
,,,,F,,15,401,1,654517126,,9b39cce0-2c0e-40ab-acc1-109e58275c73,N,0,0,0,1,2,WBRI,0,,,,,5,7,1,1,1,,,,,,,,,,,,,,,,5.052631579,4.484848485,,,4,3,0,1,2,0,1,1,3,1,2,0,0,0,0,0,0,6,2,2,-1,-1,,-2,-1,0,-2,1,-1,0,2,2,-1,,,,,0
,,,,M,,15,401,1,678383861,,cb9bc8e0-81e6-4598-93d2-7ba764757149,N,0,0,0,1,3,APKN,0,,Y,,,5,6,1,1,1,1,,,,,,,1,,,,,,,,5.210526316,4.909090909,4,6,2,0,0,1,2,2,1,0,3,4,5,0,0,1,0,2,2,12,2,3,-2,-2,,-3,0,2,-2,3,-2,3,3,,,2,-3,,,0
,,,,F,,15,401,1,786883938,,e03ce4b0-3b57-4f32-9ed6-2afef12258b9,N,0,0,0,1,2,AIND,0,,,Y,,7,6,1,1,1,1,,,,1,1,,1,,1,1,,1,,,5,4.818181818,4,4,5,5,4,4,4,2,6,2,5,9,10,6,4,6,5,3,1,55,3,2,0,0,,-1,0,18,0,12,-1,12,3,5,1,5,0,,,0
,,,,F,,15,401,1,757574599,,7fa1a6cb-1f0c-4595-84e3-47bb289b8c70,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,10,12,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,5.210526316,5.863636364,4,4,4,4,5,8,4,3,8,7,5,15,7,4,4,5,8,7,8,60,3,3,0,0,,1,0,13,0,23,0,25,0,7,-1,6,0,5,0,0
,,,,M,,15,401,1,823325486,,1ac9deb3-5f69-41f2-92eb-0810f0c9cead,N,0,0,0,1,2,AIND,0,Y,Y,,,11,9,1,1,1,,1,,1,1,,1,1,1,,,1,1,1,,4.846153846,5.227272727,4,4,2,4,8,9,5,8,2,6,4,18,15,9,7,7,7,7,7,82,3,3,1,1,,1,1,26,2,25,1,26,1,2,1,,,5,1,0
,,,,F,,15,401,1,753749332,,6eeb1446-9843-4d3c-8689-b637869c03d9,N,0,0,1,1,2,WBRI,0,,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,5.368421053,5.227272727,5,4,5,5,4,3,7,3,7,3,5,6,12,5,4,5,6,3,2,47,3,2,0,0,,-1,1,14,1,6,0,5,0,5,2,4,0,5,0,0
,,,,M,,15,401,1,757891988,,5e8b972b-1bad-4ce8-a60c-1836805933a5,N,0,0,0,1,3,AIND,0,,,Y,Y,12,13,1,1,1,,1,1,1,1,1,1,1,1,,1,,,1,,5.368421053,4.909090909,4,5,5,5,6,8,6,8,3,5,5,14,11,8,8,8,8,8,7,73,3,3,2,2,,2,1,24,2,25,2,25,0,5,1,,,4,-1,0
,,,,M,,15,401,1,805582665,,06c786f4-8e29-4b82-8dca-893e62515452,N,0,0,0,1,3,WBRI,0,,,Y,Y,11,8,1,1,1,1,1,,,,1,1,,1,,,,,1,,5.263157895,4.696969697,5,5,4,3,6,8,6,4,1,2,4,17,16,8,6,5,7,7,5,75,3,3,0,0,,0,1,24,0,23,0,17,5,3,0,2,-1,,,0
